#: table_doi: 10.17182/hepdata.94313.v1/t39
#: name: Lambda pT spectrum, Au+Au 7.7 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau7_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.501,0.4,0.6,1.795,0.051,-0.051,0.11,-0.11
0.6989,0.6,0.8,1.2631,0.0236,-0.0236,0.0571,-0.0571
0.8975,0.8,1.0,0.8006,0.0131,-0.0131,0.0269,-0.0269
1.0963,1.0,1.2,0.4864,0.0079,-0.0079,0.0236,-0.0236
1.2955,1.2,1.4,0.2652,0.0044,-0.0044,0.0106,-0.0106
1.4948,1.4,1.6,0.13504,0.00238,-0.00238,0.00466,-0.00466
1.6943,1.6,1.8,0.06553,0.00124,-0.00124,0.00219,-0.00219
1.894,1.8,2.0,0.03166,0.00068,-0.00068,0.00101,-0.00101
2.1356,2.0,2.3,0.012244,0.000249,-0.000249,0.000599,-0.000599
2.4351,2.3,2.6,0.003602,0.000103,-0.000103,0.000159,-0.000159
2.7731,2.6,3.0,0.0008653,3.69e-05,-3.69e-05,3.81e-05,-3.81e-05
3.1725,3.0,3.4,0.0001492,1.42e-05,-1.42e-05,7.1e-06,-7.1e-06
3.607,3.4,3.9,2.317e-05,4.33e-06,-4.33e-06,1.32e-06,-1.32e-06

