          %pt            TT            TS            SS            Tot
        5.242    6.46760E-10    1.73786E-08    8.14593E-09    2.61713E-08
        5.249    6.32604E-10    1.70986E-08    8.08377E-09    2.58149E-08
        5.255    6.18753E-10    1.68222E-08    8.02214E-09    2.54631E-08
        5.262    6.05199E-10    1.65495E-08    7.96101E-09    2.51157E-08
        5.268    5.91936E-10    1.62805E-08    7.90039E-09    2.47728E-08
        5.275    5.78959E-10    1.60151E-08    7.84028E-09    2.44343E-08
        5.281    5.66260E-10    1.57532E-08    7.78067E-09    2.41001E-08
        5.287    5.53835E-10    1.54949E-08    7.72158E-09    2.37703E-08
        5.294    5.41677E-10    1.52401E-08    7.66297E-09    2.34447E-08
        5.300    5.29782E-10    1.49888E-08    7.60484E-09    2.31234E-08
        5.307    5.18142E-10    1.47409E-08    7.54719E-09    2.28063E-08
        5.313    5.06754E-10    1.44965E-08    7.49005E-09    2.24933E-08
        5.320    4.95611E-10    1.42555E-08    7.43337E-09    2.21844E-08
        5.326    4.84709E-10    1.40178E-08    7.37715E-09    2.18796E-08
        5.333    4.74042E-10    1.37834E-08    7.32141E-09    2.15789E-08
        5.339    4.63606E-10    1.35524E-08    7.26612E-09    2.12821E-08
        5.345    4.53395E-10    1.33246E-08    7.21132E-09    2.09894E-08
        5.352    4.43405E-10    1.31001E-08    7.15694E-09    2.07005E-08
        5.358    4.33631E-10    1.28788E-08    7.10302E-09    2.04155E-08
        5.365    4.24069E-10    1.26607E-08    7.04955E-09    2.01343E-08
        5.371    4.14714E-10    1.24457E-08    6.99654E-09    1.98570E-08
        5.378    4.05561E-10    1.22339E-08    6.94395E-09    1.95834E-08
        5.384    3.96607E-10    1.20251E-08    6.89179E-09    1.93135E-08
        5.391    3.87847E-10    1.18194E-08    6.84006E-09    1.90474E-08
        5.397    3.79277E-10    1.16168E-08    6.78876E-09    1.87848E-08
        5.404    3.70893E-10    1.14171E-08    6.73791E-09    1.85259E-08
        5.410    3.62691E-10    1.12205E-08    6.68745E-09    1.82706E-08
        5.416    3.54667E-10    1.10267E-08    6.63741E-09    1.80188E-08
        5.423    3.46818E-10    1.08359E-08    6.58778E-09    1.77705E-08
        5.429    3.39139E-10    1.06480E-08    6.53858E-09    1.75257E-08
        5.436    3.31628E-10    1.04629E-08    6.48976E-09    1.72843E-08
        5.442    3.24280E-10    1.02806E-08    6.44134E-09    1.70463E-08
        5.449    3.17092E-10    1.01012E-08    6.39332E-09    1.68116E-08
        5.455    3.10060E-10    9.92450E-09    6.34570E-09    1.65803E-08
        5.462    3.03182E-10    9.75056E-09    6.29848E-09    1.63522E-08
        5.468    2.96454E-10    9.57932E-09    6.25163E-09    1.61274E-08
        5.474    2.89872E-10    9.41077E-09    6.20516E-09    1.59058E-08
        5.481    2.83435E-10    9.24487E-09    6.15907E-09    1.56874E-08
        5.487    2.77137E-10    9.08159E-09    6.11339E-09    1.54721E-08
        5.494    2.70978E-10    8.92091E-09    6.06805E-09    1.52599E-08
        5.500    2.64953E-10    8.76279E-09    6.02308E-09    1.50508E-08
        5.507    2.59059E-10    8.60721E-09    5.97848E-09    1.48448E-08
        5.513    2.53295E-10    8.45415E-09    5.93424E-09    1.46417E-08
        5.520    2.47656E-10    8.30356E-09    5.89038E-09    1.44416E-08
        5.526    2.42141E-10    8.15542E-09    5.84687E-09    1.42444E-08
        5.533    2.36747E-10    8.00971E-09    5.80370E-09    1.40502E-08
        5.539    2.31471E-10    7.86640E-09    5.76088E-09    1.38587E-08
        5.545    2.26311E-10    7.72545E-09    5.71843E-09    1.36702E-08
        5.552    2.21264E-10    7.58685E-09    5.67630E-09    1.34844E-08
        5.558    2.16328E-10    7.45056E-09    5.63452E-09    1.33014E-08
        5.565    2.11499E-10    7.31655E-09    5.59307E-09    1.31211E-08
        5.571    2.06777E-10    7.18480E-09    5.55196E-09    1.29435E-08
        5.578    2.02159E-10    7.05527E-09    5.51121E-09    1.27686E-08
        5.584    1.97642E-10    6.92795E-09    5.47076E-09    1.25963E-08
        5.591    1.93225E-10    6.80280E-09    5.43063E-09    1.24267E-08
        5.597    1.88904E-10    6.67980E-09    5.39083E-09    1.22595E-08
        5.603    1.84679E-10    6.55846E-09    5.35138E-09    1.20945E-08
        5.610    1.80547E-10    6.43892E-09    5.31222E-09    1.19317E-08
        5.616    1.76506E-10    6.32156E-09    5.27337E-09    1.17714E-08
        5.623    1.72553E-10    6.20634E-09    5.23484E-09    1.16137E-08
        5.629    1.68688E-10    6.09322E-09    5.19664E-09    1.14585E-08
        5.636    1.64908E-10    5.98217E-09    5.15872E-09    1.13058E-08
        5.642    1.61212E-10    5.87314E-09    5.12111E-09    1.11555E-08
        5.649    1.57597E-10    5.76611E-09    5.08380E-09    1.10075E-08
        5.655    1.54062E-10    5.66102E-09    5.04679E-09    1.08619E-08
        5.662    1.50605E-10    5.55786E-09    5.01010E-09    1.07186E-08
        5.668    1.47224E-10    5.45658E-09    4.97368E-09    1.05775E-08
        5.674    1.43918E-10    5.35715E-09    4.93755E-09    1.04386E-08
        5.681    1.40685E-10    5.25953E-09    4.90170E-09    1.03019E-08
        5.687    1.37524E-10    5.16369E-09    4.86617E-09    1.01674E-08
        5.694    1.34432E-10    5.06961E-09    4.83090E-09    1.00349E-08
        5.700    1.31409E-10    4.97724E-09    4.79591E-09    9.90456E-09
        5.707    1.28453E-10    4.88656E-09    4.76120E-09    9.77621E-09
        5.713    1.25563E-10    4.79753E-09    4.72677E-09    9.64986E-09
        5.720    1.22737E-10    4.71012E-09    4.69262E-09    9.52548E-09
        5.726    1.19973E-10    4.62432E-09    4.65873E-09    9.40302E-09
        5.732    1.17270E-10    4.54007E-09    4.62512E-09    9.28246E-09
        5.739    1.14628E-10    4.45737E-09    4.59176E-09    9.16376E-09
        5.745    1.12044E-10    4.37617E-09    4.55870E-09    9.04691E-09
        5.752    1.09518E-10    4.29646E-09    4.52587E-09    8.93185E-09
        5.758    1.07047E-10    4.21820E-09    4.49330E-09    8.81855E-09
        5.765    1.04632E-10    4.14137E-09    4.46099E-09    8.70700E-09
        5.771    1.02270E-10    4.06594E-09    4.42896E-09    8.59717E-09
        5.778    9.99611E-11    3.99189E-09    4.39717E-09    8.48901E-09
        5.784    9.77033E-11    3.91919E-09    4.36562E-09    8.38251E-09
        5.791    9.54958E-11    3.84781E-09    4.33432E-09    8.27762E-09
        5.797    9.33374E-11    3.77774E-09    4.30326E-09    8.17434E-09
        5.803    9.12272E-11    3.70895E-09    4.27248E-09    8.07265E-09
        5.810    8.91639E-11    3.64141E-09    4.24191E-09    7.97248E-09
        5.816    8.71467E-11    3.57510E-09    4.21159E-09    7.87384E-09
        5.823    8.51744E-11    3.51000E-09    4.18150E-09    7.77668E-09
        5.829    8.32462E-11    3.44610E-09    4.15167E-09    7.68101E-09
        5.836    8.13610E-11    3.38335E-09    4.12206E-09    7.58677E-09
        5.842    7.95179E-11    3.32175E-09    4.09267E-09    7.49395E-09
        5.849    7.77159E-11    3.26128E-09    4.06352E-09    7.40252E-09
        5.855    7.59542E-11    3.20191E-09    4.03462E-09    7.31249E-09
        5.861    7.42319E-11    3.14362E-09    4.00592E-09    7.22378E-09
        5.868    7.25481E-11    3.08640E-09    3.97745E-09    7.13640E-09
        5.874    7.09020E-11    3.03022E-09    3.94920E-09    7.05032E-09
        5.881    6.92927E-11    2.97506E-09    3.92117E-09    6.96552E-09
        5.887    6.77194E-11    2.92091E-09    3.89338E-09    6.88201E-09
        5.894    6.61814E-11    2.86775E-09    3.86579E-09    6.79971E-09
        5.900    6.46778E-11    2.81555E-09    3.83841E-09    6.71865E-09
        5.907    6.32079E-11    2.76431E-09    3.81125E-09    6.63877E-09
        5.913    6.17710E-11    2.71401E-09    3.78431E-09    6.56009E-09
        5.920    6.03663E-11    2.66462E-09    3.75757E-09    6.48255E-09
        5.926    5.89931E-11    2.61613E-09    3.73103E-09    6.40616E-09
        5.932    5.76507E-11    2.56853E-09    3.70470E-09    6.33088E-09
        5.939    5.63384E-11    2.52179E-09    3.67860E-09    6.25673E-09
        5.945    5.50556E-11    2.47591E-09    3.65268E-09    6.18365E-09
        5.952    5.38017E-11    2.43086E-09    3.62696E-09    6.11162E-09
        5.958    5.25759E-11    2.38664E-09    3.60144E-09    6.04065E-09
        5.965    5.13777E-11    2.34322E-09    3.57611E-09    5.97071E-09
        5.971    5.02064E-11    2.30059E-09    3.55100E-09    5.90180E-09
        5.978    4.90615E-11    2.25874E-09    3.52607E-09    5.83388E-09
        5.984    4.79423E-11    2.21766E-09    3.50133E-09    5.76693E-09
        5.990    4.68484E-11    2.17732E-09    3.47678E-09    5.70095E-09
        5.997    4.57791E-11    2.13772E-09    3.45244E-09    5.63593E-09
        6.003    4.47338E-11    2.09884E-09    3.42826E-09    5.57184E-09
        6.010    4.37122E-11    2.06067E-09    3.40428E-09    5.50866E-09
        6.016    4.27135E-11    2.02319E-09    3.38048E-09    5.44639E-09
        6.023    4.17374E-11    1.98640E-09    3.35688E-09    5.38502E-09
        6.029    4.07833E-11    1.95028E-09    3.33344E-09    5.32450E-09
        6.036    3.98507E-11    1.91482E-09    3.31018E-09    5.26485E-09
        6.042    3.89392E-11    1.88000E-09    3.28711E-09    5.20604E-09
        6.049    3.80483E-11    1.84582E-09    3.26420E-09    5.14807E-09
        6.055    3.71775E-11    1.81226E-09    3.24150E-09    5.09094E-09
        6.061    3.63264E-11    1.77931E-09    3.21895E-09    5.03459E-09
        6.068    3.54945E-11    1.74696E-09    3.19657E-09    4.97903E-09
        6.074    3.46814E-11    1.71521E-09    3.17436E-09    4.92425E-09
        6.081    3.38867E-11    1.68403E-09    3.15234E-09    4.87026E-09
        6.087    3.31100E-11    1.65342E-09    3.13047E-09    4.81700E-09
        6.094    3.23509E-11    1.62337E-09    3.10877E-09    4.76448E-09
        6.100    3.16090E-11    1.59386E-09    3.08724E-09    4.71271E-09
        6.107    3.08838E-11    1.56489E-09    3.06588E-09    4.66166E-09
        6.113    3.01751E-11    1.53646E-09    3.04467E-09    4.61130E-09
        6.119    2.94825E-11    1.50853E-09    3.02362E-09    4.56164E-09
        6.126    2.88056E-11    1.48112E-09    3.00273E-09    4.51266E-09
        6.132    2.81440E-11    1.45421E-09    2.98202E-09    4.46437E-09
        6.139    2.74974E-11    1.42779E-09    2.96145E-09    4.41674E-09
        6.145    2.68656E-11    1.40184E-09    2.94104E-09    4.36975E-09
        6.152    2.62480E-11    1.37638E-09    2.92077E-09    4.32340E-09
        6.158    2.56445E-11    1.35137E-09    2.90067E-09    4.27768E-09
        6.165    2.50547E-11    1.32682E-09    2.88073E-09    4.23261E-09
        6.171    2.44783E-11    1.30272E-09    2.86092E-09    4.18812E-09
        6.178    2.39150E-11    1.27906E-09    2.84128E-09    4.14425E-09
        6.184    2.33645E-11    1.25582E-09    2.82177E-09    4.10096E-09
        6.190    2.28265E-11    1.23302E-09    2.80243E-09    4.05827E-09
        6.197    2.23007E-11    1.21062E-09    2.78322E-09    4.01614E-09
        6.203    2.17870E-11    1.18864E-09    2.76415E-09    3.97457E-09
        6.210    2.12849E-11    1.16705E-09    2.74523E-09    3.93356E-09
        6.216    2.07943E-11    1.14586E-09    2.72647E-09    3.89312E-09
        6.223    2.03148E-11    1.12505E-09    2.70783E-09    3.85320E-09
        6.229    1.98463E-11    1.10463E-09    2.68933E-09    3.81380E-09
        6.236    1.93884E-11    1.08457E-09    2.67097E-09    3.77493E-09
        6.242    1.89410E-11    1.06488E-09    2.65276E-09    3.73658E-09
        6.248    1.85038E-11    1.04555E-09    2.63468E-09    3.69873E-09
        6.255    1.80766E-11    1.02657E-09    2.61674E-09    3.66138E-09
        6.261    1.76591E-11    1.00793E-09    2.59892E-09    3.62451E-09
        6.268    1.72511E-11    9.89637E-10    2.58126E-09    3.58815E-09
        6.274    1.68525E-11    9.71675E-10    2.56371E-09    3.55224E-09
        6.281    1.64630E-11    9.54040E-10    2.54629E-09    3.51679E-09
        6.287    1.60824E-11    9.36726E-10    2.52900E-09    3.48181E-09
        6.294    1.57104E-11    9.19727E-10    2.51185E-09    3.44729E-09
        6.300    1.53470E-11    9.03037E-10    2.49484E-09    3.41322E-09
        6.307    1.49919E-11    8.86651E-10    2.47793E-09    3.37958E-09
        6.313    1.46449E-11    8.70563E-10    2.46116E-09    3.34636E-09
        6.319    1.43059E-11    8.54768E-10    2.44451E-09    3.31358E-09
        6.326    1.39746E-11    8.39260E-10    2.42799E-09    3.28123E-09
        6.332    1.36509E-11    8.24035E-10    2.41159E-09    3.24928E-09
        6.339    1.33346E-11    8.09087E-10    2.39531E-09    3.21773E-09
        6.345    1.30256E-11    7.94410E-10    2.37915E-09    3.18659E-09
        6.352    1.27236E-11    7.80001E-10    2.36312E-09    3.15585E-09
        6.358    1.24286E-11    7.65854E-10    2.34720E-09    3.12548E-09
        6.365    1.21404E-11    7.51964E-10    2.33140E-09    3.09550E-09
        6.371    1.18587E-11    7.38326E-10    2.31572E-09    3.06590E-09
        6.377    1.15835E-11    7.24937E-10    2.30016E-09    3.03668E-09
        6.384    1.13147E-11    7.11792E-10    2.28470E-09    3.00781E-09
        6.390    1.10520E-11    6.98885E-10    2.26936E-09    2.97930E-09
        6.397    1.07953E-11    6.86213E-10    2.25414E-09    2.95114E-09
        6.403    1.05445E-11    6.73772E-10    2.23904E-09    2.92335E-09
        6.410    1.02995E-11    6.61557E-10    2.22404E-09    2.89589E-09
        6.416    1.00602E-11    6.49564E-10    2.20914E-09    2.86877E-09
        6.423    9.82630E-12    6.37789E-10    2.19436E-09    2.84198E-09
        6.429    9.59781E-12    6.26229E-10    2.17970E-09    2.81553E-09
        6.436    9.37458E-12    6.14878E-10    2.16514E-09    2.78939E-09
        6.442    9.15648E-12    6.03734E-10    2.15068E-09    2.76357E-09
        6.448    8.94341E-12    5.92793E-10    2.13633E-09    2.73806E-09
        6.455    8.73524E-12    5.82050E-10    2.12208E-09    2.71287E-09
        6.461    8.53187E-12    5.71503E-10    2.10795E-09    2.68799E-09
        6.468    8.33318E-12    5.61147E-10    2.09391E-09    2.66339E-09
        6.474    8.13908E-12    5.50980E-10    2.07998E-09    2.63910E-09
        6.481    7.94944E-12    5.40997E-10    2.06614E-09    2.61509E-09
        6.487    7.76418E-12    5.31196E-10    2.05243E-09    2.59139E-09
        6.494    7.58319E-12    5.21573E-10    2.03880E-09    2.56796E-09
