          %pt            TT            TS            SS            Tot
        0.050    2.31559E-05    3.73884E-10    2.58345E-09    2.31588E-05
        0.056    2.31532E-05    4.58542E-10    3.06092E-09    2.31567E-05
        0.063    2.31502E-05    5.50304E-10    3.56073E-09    2.31543E-05
        0.069    2.31469E-05    6.49031E-10    4.08154E-09    2.31516E-05
        0.076    2.31433E-05    7.54619E-10    4.62223E-09    2.31487E-05
        0.082    2.31393E-05    8.66994E-10    5.18184E-09    2.31454E-05
        0.089    2.31350E-05    9.86107E-10    5.75957E-09    2.31418E-05
        0.095    2.31304E-05    1.11193E-09    6.35469E-09    2.31379E-05
        0.102    2.31254E-05    1.24445E-09    6.96657E-09    2.31336E-05
        0.108    2.31201E-05    1.38367E-09    7.59467E-09    2.31291E-05
        0.115    2.31145E-05    1.52960E-09    8.23847E-09    2.31243E-05
        0.121    2.31085E-05    1.68229E-09    8.89753E-09    2.31191E-05
        0.127    2.31022E-05    1.84175E-09    9.57145E-09    2.31136E-05
        0.134    2.30956E-05    2.00806E-09    1.02599E-08    2.31079E-05
        0.140    2.30886E-05    2.18125E-09    1.09624E-08    2.31017E-05
        0.147    2.30812E-05    2.36139E-09    1.16788E-08    2.30953E-05
        0.153    2.30735E-05    2.54855E-09    1.24087E-08    2.30885E-05
        0.160    2.30655E-05    2.74280E-09    1.31519E-08    2.30814E-05
        0.166    2.30571E-05    2.94423E-09    1.39081E-08    2.30739E-05
        0.173    2.30483E-05    3.15292E-09    1.46770E-08    2.30662E-05
        0.179    2.30392E-05    3.36895E-09    1.54586E-08    2.30580E-05
        0.185    2.30297E-05    3.59242E-09    1.62525E-08    2.30496E-05
        0.192    2.30199E-05    3.82343E-09    1.70585E-08    2.30408E-05
        0.198    2.30097E-05    4.06206E-09    1.78765E-08    2.30316E-05
        0.205    2.29991E-05    4.30841E-09    1.87062E-08    2.30221E-05
        0.211    2.29881E-05    4.56260E-09    1.95476E-08    2.30122E-05
        0.218    2.29767E-05    4.82471E-09    2.04004E-08    2.30020E-05
        0.224    2.29650E-05    5.09486E-09    2.12644E-08    2.29914E-05
        0.231    2.29529E-05    5.37315E-09    2.21396E-08    2.29804E-05
        0.237    2.29404E-05    5.65968E-09    2.30257E-08    2.29691E-05
        0.244    2.29275E-05    5.95456E-09    2.39226E-08    2.29574E-05
        0.250    2.29142E-05    6.25790E-09    2.48302E-08    2.29453E-05
        0.256    2.29005E-05    6.56981E-09    2.57483E-08    2.29328E-05
        0.263    2.28864E-05    6.89038E-09    2.66768E-08    2.29200E-05
        0.269    2.28719E-05    7.21974E-09    2.76156E-08    2.29067E-05
        0.276    2.28570E-05    7.55797E-09    2.85644E-08    2.28931E-05
        0.282    2.28416E-05    7.90520E-09    2.95233E-08    2.28790E-05
        0.289    2.28259E-05    8.26152E-09    3.04920E-08    2.28646E-05
        0.295    2.28097E-05    8.62703E-09    3.14704E-08    2.28498E-05
        0.302    2.27931E-05    9.00185E-09    3.24584E-08    2.28345E-05
        0.308    2.27760E-05    9.38607E-09    3.34559E-08    2.28189E-05
        0.314    2.27585E-05    9.77979E-09    3.44628E-08    2.28028E-05
        0.321    2.27406E-05    1.01831E-08    3.54788E-08    2.27863E-05
        0.327    2.27223E-05    1.05961E-08    3.65040E-08    2.27694E-05
        0.334    2.27035E-05    1.10190E-08    3.75382E-08    2.27520E-05
        0.340    2.26842E-05    1.14517E-08    3.85813E-08    2.27342E-05
        0.347    2.26645E-05    1.18944E-08    3.96330E-08    2.27160E-05
        0.353    2.26443E-05    1.23471E-08    4.06935E-08    2.26973E-05
        0.360    2.26237E-05    1.28101E-08    4.17624E-08    2.26782E-05
        0.366    2.26026E-05    1.32832E-08    4.28397E-08    2.26587E-05
        0.373    2.25810E-05    1.37668E-08    4.39253E-08    2.26387E-05
        0.379    2.25589E-05    1.42607E-08    4.50191E-08    2.26182E-05
        0.385    2.25364E-05    1.47651E-08    4.61209E-08    2.25973E-05
        0.392    2.25133E-05    1.52801E-08    4.72306E-08    2.25759E-05
        0.398    2.24898E-05    1.58058E-08    4.83481E-08    2.25540E-05
        0.405    2.24658E-05    1.63422E-08    4.94733E-08    2.25316E-05
        0.411    2.24413E-05    1.68894E-08    5.06061E-08    2.25088E-05
        0.418    2.24163E-05    1.74474E-08    5.17463E-08    2.24855E-05
        0.424    2.23908E-05    1.80164E-08    5.28939E-08    2.24617E-05
        0.431    2.23648E-05    1.85964E-08    5.40487E-08    2.24374E-05
        0.437    2.23382E-05    1.91874E-08    5.52106E-08    2.24126E-05
        0.443    2.23112E-05    1.97896E-08    5.63795E-08    2.23874E-05
        0.450    2.22836E-05    2.04029E-08    5.75553E-08    2.23616E-05
        0.456    2.22555E-05    2.10274E-08    5.87378E-08    2.23353E-05
        0.463    2.22269E-05    2.16633E-08    5.99270E-08    2.23085E-05
        0.469    2.21977E-05    2.23104E-08    6.11228E-08    2.22812E-05
        0.476    2.21680E-05    2.29689E-08    6.23249E-08    2.22533E-05
        0.482    2.21378E-05    2.36388E-08    6.35334E-08    2.22250E-05
        0.489    2.21070E-05    2.43202E-08    6.47480E-08    2.21961E-05
        0.495    2.20757E-05    2.50130E-08    6.59687E-08    2.21667E-05
        0.502    2.20438E-05    2.57174E-08    6.71954E-08    2.21367E-05
        0.508    2.20114E-05    2.64333E-08    6.84279E-08    2.21062E-05
        0.514    2.19784E-05    2.71608E-08    6.96662E-08    2.20752E-05
        0.521    2.19449E-05    2.78999E-08    7.09101E-08    2.20437E-05
        0.527    2.19107E-05    2.86506E-08    7.21595E-08    2.20116E-05
        0.534    2.18761E-05    2.94130E-08    7.34143E-08    2.19789E-05
        0.540    2.18408E-05    3.01870E-08    7.46743E-08    2.19457E-05
        0.547    2.18050E-05    3.09727E-08    7.59396E-08    2.19119E-05
        0.553    2.17686E-05    3.17701E-08    7.72099E-08    2.18776E-05
        0.560    2.17317E-05    3.25792E-08    7.84852E-08    2.18427E-05
        0.566    2.16941E-05    3.34000E-08    7.97653E-08    2.18073E-05
        0.572    2.16560E-05    3.42324E-08    8.10502E-08    2.17713E-05
        0.579    2.16173E-05    3.50766E-08    8.23397E-08    2.17347E-05
        0.585    2.15780E-05    3.59325E-08    8.36337E-08    2.16976E-05
        0.592    2.15381E-05    3.68001E-08    8.49321E-08    2.16598E-05
        0.598    2.14976E-05    3.76794E-08    8.62348E-08    2.16216E-05
        0.605    2.14566E-05    3.85703E-08    8.75417E-08    2.15827E-05
        0.611    2.14149E-05    3.94729E-08    8.88527E-08    2.15432E-05
        0.618    2.13727E-05    4.03872E-08    9.01677E-08    2.15032E-05
        0.624    2.13298E-05    4.13130E-08    9.14866E-08    2.14626E-05
        0.631    2.12864E-05    4.22505E-08    9.28093E-08    2.14214E-05
        0.637    2.12423E-05    4.31996E-08    9.41356E-08    2.13796E-05
        0.643    2.11976E-05    4.41602E-08    9.54655E-08    2.13373E-05
        0.650    2.11524E-05    4.51324E-08    9.67989E-08    2.12943E-05
        0.656    2.11065E-05    4.61160E-08    9.81356E-08    2.12508E-05
        0.663    2.10601E-05    4.71111E-08    9.94757E-08    2.12067E-05
        0.669    2.10130E-05    4.81176E-08    1.00819E-07    2.11619E-05
        0.676    2.09653E-05    4.91355E-08    1.02165E-07    2.11166E-05
        0.682    2.09170E-05    5.01648E-08    1.03514E-07    2.10707E-05
        0.689    2.08682E-05    5.12053E-08    1.04867E-07    2.10242E-05
        0.695    2.08187E-05    5.22571E-08    1.06221E-07    2.09771E-05
        0.701    2.07686E-05    5.33201E-08    1.07579E-07    2.09295E-05
        0.708    2.07179E-05    5.43942E-08    1.08939E-07    2.08812E-05
        0.714    2.06666E-05    5.54795E-08    1.10302E-07    2.08323E-05
        0.721    2.06146E-05    5.65757E-08    1.11667E-07    2.07829E-05
        0.727    2.05621E-05    5.76830E-08    1.13035E-07    2.07328E-05
        0.734    2.05090E-05    5.88012E-08    1.14405E-07    2.06822E-05
        0.740    2.04553E-05    5.99303E-08    1.15777E-07    2.06310E-05
        0.747    2.04009E-05    6.10701E-08    1.17151E-07    2.05792E-05
        0.753    2.03460E-05    6.22207E-08    1.18527E-07    2.05267E-05
        0.760    2.02905E-05    6.33819E-08    1.19904E-07    2.04738E-05
        0.766    2.02343E-05    6.45538E-08    1.21284E-07    2.04202E-05
        0.772    2.01776E-05    6.57361E-08    1.22666E-07    2.03660E-05
        0.779    2.01203E-05    6.69289E-08    1.24049E-07    2.03113E-05
        0.785    2.00624E-05    6.81321E-08    1.25434E-07    2.02559E-05
        0.792    2.00039E-05    6.93456E-08    1.26820E-07    2.02000E-05
        0.798    1.99448E-05    7.05693E-08    1.28208E-07    2.01436E-05
        0.805    1.98851E-05    7.18031E-08    1.29597E-07    2.00865E-05
        0.811    1.98248E-05    7.30470E-08    1.30987E-07    2.00289E-05
        0.818    1.97640E-05    7.43008E-08    1.32379E-07    1.99707E-05
        0.824    1.97025E-05    7.55645E-08    1.33771E-07    1.99119E-05
        0.830    1.96405E-05    7.68380E-08    1.35165E-07    1.98525E-05
        0.837    1.95780E-05    7.81213E-08    1.36560E-07    1.97926E-05
        0.843    1.95148E-05    7.94141E-08    1.37956E-07    1.97322E-05
        0.850    1.94511E-05    8.07164E-08    1.39353E-07    1.96712E-05
        0.856    1.93868E-05    8.20282E-08    1.40750E-07    1.96096E-05
        0.863    1.93220E-05    8.33493E-08    1.42149E-07    1.95475E-05
        0.869    1.92566E-05    8.46796E-08    1.43548E-07    1.94848E-05
        0.876    1.91906E-05    8.60190E-08    1.44947E-07    1.94216E-05
        0.882    1.91241E-05    8.73675E-08    1.46348E-07    1.93578E-05
        0.889    1.90571E-05    8.87249E-08    1.47749E-07    1.92936E-05
        0.895    1.89895E-05    9.00912E-08    1.49150E-07    1.92287E-05
        0.901    1.89214E-05    9.14662E-08    1.50552E-07    1.91634E-05
        0.908    1.88527E-05    9.28498E-08    1.51954E-07    1.90975E-05
        0.914    1.87835E-05    9.42419E-08    1.53357E-07    1.90311E-05
        0.921    1.87138E-05    9.56424E-08    1.54760E-07    1.89642E-05
        0.927    1.86436E-05    9.70512E-08    1.56163E-07    1.88968E-05
        0.934    1.85729E-05    9.84682E-08    1.57566E-07    1.88289E-05
        0.940    1.85017E-05    9.98933E-08    1.58970E-07    1.87605E-05
        0.947    1.84299E-05    1.01326E-07    1.60374E-07    1.86916E-05
        0.953    1.83577E-05    1.02767E-07    1.61778E-07    1.86222E-05
        0.959    1.82849E-05    1.04216E-07    1.63182E-07    1.85523E-05
        0.966    1.82117E-05    1.05672E-07    1.64586E-07    1.84820E-05
        0.972    1.81380E-05    1.07136E-07    1.65990E-07    1.84112E-05
        0.979    1.80639E-05    1.08607E-07    1.67394E-07    1.83399E-05
        0.985    1.79892E-05    1.10086E-07    1.68797E-07    1.82681E-05
        0.992    1.79141E-05    1.11572E-07    1.70201E-07    1.81959E-05
        0.998    1.78386E-05    1.13064E-07    1.71605E-07    1.81233E-05
        1.005    1.77626E-05    1.14564E-07    1.73009E-07    1.80502E-05
        1.011    1.76861E-05    1.16071E-07    1.74412E-07    1.79766E-05
        1.018    1.76093E-05    1.17584E-07    1.75816E-07    1.79027E-05
        1.024    1.75320E-05    1.19104E-07    1.77219E-07    1.78283E-05
        1.030    1.74542E-05    1.20630E-07    1.78622E-07    1.77535E-05
        1.037    1.73761E-05    1.22162E-07    1.80024E-07    1.76783E-05
        1.043    1.72975E-05    1.23701E-07    1.81427E-07    1.76026E-05
        1.050    1.72186E-05    1.25246E-07    1.82829E-07    1.75266E-05
        1.056    1.71392E-05    1.26797E-07    1.84231E-07    1.74502E-05
        1.063    1.70594E-05    1.28354E-07    1.85633E-07    1.73734E-05
        1.069    1.69793E-05    1.29916E-07    1.87034E-07    1.72963E-05
        1.076    1.68988E-05    1.31484E-07    1.88435E-07    1.72187E-05
        1.082    1.68180E-05    1.33057E-07    1.89836E-07    1.71408E-05
        1.088    1.67367E-05    1.34636E-07    1.91237E-07    1.70626E-05
        1.095    1.66551E-05    1.36220E-07    1.92637E-07    1.69840E-05
        1.101    1.65732E-05    1.37810E-07    1.94037E-07    1.69051E-05
        1.108    1.64910E-05    1.39404E-07    1.95437E-07    1.68258E-05
        1.114    1.64084E-05    1.41003E-07    1.96836E-07    1.67462E-05
        1.121    1.63255E-05    1.42606E-07    1.98235E-07    1.66663E-05
        1.127    1.62423E-05    1.44215E-07    1.99634E-07    1.65861E-05
        1.134    1.61587E-05    1.45827E-07    2.01033E-07    1.65056E-05
        1.140    1.60749E-05    1.47444E-07    2.02431E-07    1.64248E-05
        1.147    1.59908E-05    1.49066E-07    2.03829E-07    1.63437E-05
        1.153    1.59064E-05    1.50691E-07    2.05227E-07    1.62623E-05
        1.159    1.58217E-05    1.52321E-07    2.06625E-07    1.61807E-05
        1.166    1.57368E-05    1.53954E-07    2.08022E-07    1.60988E-05
        1.172    1.56516E-05    1.55591E-07    2.09419E-07    1.60166E-05
        1.179    1.55662E-05    1.57231E-07    2.10816E-07    1.59342E-05
        1.185    1.54805E-05    1.58875E-07    2.12213E-07    1.58516E-05
        1.192    1.53946E-05    1.60522E-07    2.13610E-07    1.57687E-05
        1.198    1.53085E-05    1.62173E-07    2.15006E-07    1.56857E-05
        1.205    1.52221E-05    1.63826E-07    2.16402E-07    1.56024E-05
        1.211    1.51356E-05    1.65483E-07    2.17799E-07    1.55189E-05
        1.217    1.50489E-05    1.67142E-07    2.19195E-07    1.54352E-05
        1.224    1.49619E-05    1.68804E-07    2.20591E-07    1.53513E-05
        1.230    1.48748E-05    1.70469E-07    2.21987E-07    1.52673E-05
        1.237    1.47875E-05    1.72136E-07    2.23383E-07    1.51830E-05
        1.243    1.47001E-05    1.73805E-07    2.24779E-07    1.50987E-05
        1.250    1.46125E-05    1.75477E-07    2.26175E-07    1.50141E-05
        1.256    1.45247E-05    1.77150E-07    2.27571E-07    1.49294E-05
        1.263    1.44368E-05    1.78826E-07    2.28967E-07    1.48446E-05
        1.269    1.43488E-05    1.80503E-07    2.30363E-07    1.47597E-05
        1.276    1.42607E-05    1.82182E-07    2.31760E-07    1.46746E-05
        1.282    1.41724E-05    1.83862E-07    2.33156E-07    1.45894E-05
        1.288    1.40840E-05    1.85544E-07    2.34553E-07    1.45041E-05
        1.295    1.39956E-05    1.87227E-07    2.35950E-07    1.44188E-05
        1.301    1.39070E-05    1.88912E-07    2.37347E-07    1.43333E-05
        1.308    1.38184E-05    1.90597E-07    2.38744E-07    1.42478E-05
        1.314    1.37297E-05    1.92284E-07    2.40142E-07    1.41622E-05
        1.321    1.36410E-05    1.93971E-07    2.41540E-07    1.40765E-05
        1.327    1.35522E-05    1.95659E-07    2.42938E-07    1.39908E-05
        1.334    1.34633E-05    1.97347E-07    2.44337E-07    1.39050E-05
        1.340    1.33745E-05    1.99036E-07    2.45736E-07    1.38192E-05
        1.346    1.32855E-05    2.00725E-07    2.47135E-07    1.37334E-05
        1.353    1.31966E-05    2.02414E-07    2.48535E-07    1.36476E-05
        1.359    1.31077E-05    2.04103E-07    2.49935E-07    1.35617E-05
        1.366    1.30187E-05    2.05792E-07    2.51336E-07    1.34758E-05
        1.372    1.29298E-05    2.07481E-07    2.52737E-07    1.33900E-05
        1.379    1.28409E-05    2.09170E-07    2.54139E-07    1.33042E-05
        1.385    1.27520E-05    2.10858E-07    2.55542E-07    1.32184E-05
        1.392    1.26631E-05    2.12546E-07    2.56945E-07    1.31326E-05
        1.398    1.25742E-05    2.14233E-07    2.58348E-07    1.30468E-05
        1.405    1.24854E-05    2.15919E-07    2.59752E-07    1.29611E-05
        1.411    1.23967E-05    2.17604E-07    2.61157E-07    1.28755E-05
        1.417    1.23080E-05    2.19289E-07    2.62563E-07    1.27899E-05
        1.424    1.22194E-05    2.20971E-07    2.63969E-07    1.27044E-05
        1.430    1.21309E-05    2.22653E-07    2.65376E-07    1.26189E-05
        1.437    1.20425E-05    2.24333E-07    2.66783E-07    1.25336E-05
        1.443    1.19541E-05    2.26012E-07    2.68192E-07    1.24483E-05
        1.450    1.18659E-05    2.27689E-07    2.69601E-07    1.23632E-05
        1.456    1.17777E-05    2.29364E-07    2.71010E-07    1.22781E-05
        1.463    1.16897E-05    2.31038E-07    2.72421E-07    1.21932E-05
        1.469    1.16018E-05    2.32709E-07    2.73832E-07    1.21084E-05
        1.475    1.15141E-05    2.34378E-07    2.75244E-07    1.20237E-05
        1.482    1.14264E-05    2.36045E-07    2.76657E-07    1.19391E-05
        1.488    1.13389E-05    2.37710E-07    2.78070E-07    1.18547E-05
        1.495    1.12516E-05    2.39372E-07    2.79484E-07    1.17705E-05
        1.501    1.11645E-05    2.41031E-07    2.80899E-07    1.16864E-05
        1.508    1.10775E-05    2.42688E-07    2.82315E-07    1.16025E-05
        1.514    1.09906E-05    2.44342E-07    2.83731E-07    1.15187E-05
        1.521    1.09040E-05    2.45993E-07    2.85148E-07    1.14351E-05
        1.527    1.08175E-05    2.47641E-07    2.86566E-07    1.13517E-05
        1.534    1.07313E-05    2.49285E-07    2.87985E-07    1.12685E-05
        1.540    1.06452E-05    2.50927E-07    2.89404E-07    1.11855E-05
        1.546    1.05594E-05    2.52565E-07    2.90824E-07    1.11028E-05
        1.553    1.04737E-05    2.54199E-07    2.92244E-07    1.10202E-05
        1.559    1.03883E-05    2.55830E-07    2.93665E-07    1.09378E-05
        1.566    1.03031E-05    2.57457E-07    2.95086E-07    1.08557E-05
        1.572    1.02182E-05    2.59080E-07    2.96508E-07    1.07738E-05
        1.579    1.01335E-05    2.60699E-07    2.97930E-07    1.06921E-05
        1.585    1.00490E-05    2.62313E-07    2.99353E-07    1.06107E-05
        1.592    9.96479E-06    2.63924E-07    3.00776E-07    1.05295E-05
        1.598    9.88084E-06    2.65530E-07    3.02200E-07    1.04486E-05
        1.604    9.79715E-06    2.67132E-07    3.03623E-07    1.03679E-05
        1.611    9.71373E-06    2.68730E-07    3.05047E-07    1.02875E-05
        1.617    9.63059E-06    2.70322E-07    3.06471E-07    1.02074E-05
        1.624    9.54773E-06    2.71910E-07    3.07895E-07    1.01275E-05
        1.630    9.46516E-06    2.73493E-07    3.09319E-07    1.00480E-05
        1.637    9.38288E-06    2.75071E-07    3.10743E-07    9.96869E-06
        1.643    9.30089E-06    2.76643E-07    3.12167E-07    9.88970E-06
        1.650    9.21921E-06    2.78211E-07    3.13590E-07    9.81102E-06
        1.656    9.13784E-06    2.79773E-07    3.15013E-07    9.73263E-06
        1.663    9.05679E-06    2.81330E-07    3.16435E-07    9.65455E-06
        1.669    8.97605E-06    2.82881E-07    3.17857E-07    9.57678E-06
        1.675    8.89563E-06    2.84426E-07    3.19278E-07    9.49933E-06
        1.682    8.81554E-06    2.85966E-07    3.20699E-07    9.42221E-06
        1.688    8.73579E-06    2.87500E-07    3.22118E-07    9.34540E-06
        1.695    8.65637E-06    2.89028E-07    3.23536E-07    9.26893E-06
        1.701    8.57729E-06    2.90549E-07    3.24953E-07    9.19280E-06
        1.708    8.49856E-06    2.92065E-07    3.26369E-07    9.11700E-06
        1.714    8.42018E-06    2.93574E-07    3.27783E-07    9.04154E-06
        1.721    8.34216E-06    2.95077E-07    3.29196E-07    8.96643E-06
        1.727    8.26449E-06    2.96573E-07    3.30607E-07    8.89167E-06
        1.733    8.18719E-06    2.98062E-07    3.32015E-07    8.81727E-06
        1.740    8.11025E-06    2.99545E-07    3.33422E-07    8.74322E-06
        1.746    8.03369E-06    3.01021E-07    3.34826E-07    8.66954E-06
        1.753    7.95750E-06    3.02490E-07    3.36228E-07    8.59622E-06
        1.759    7.88169E-06    3.03952E-07    3.37627E-07    8.52326E-06
        1.766    7.80625E-06    3.05407E-07    3.39023E-07    8.45068E-06
        1.772    7.73121E-06    3.06854E-07    3.40416E-07    8.37848E-06
        1.779    7.65655E-06    3.08294E-07    3.41805E-07    8.30665E-06
        1.785    7.58228E-06    3.09727E-07    3.43191E-07    8.23520E-06
        1.792    7.50841E-06    3.11152E-07    3.44574E-07    8.16414E-06
        1.798    7.43494E-06    3.12570E-07    3.45952E-07    8.09346E-06
        1.804    7.36187E-06    3.13979E-07    3.47326E-07    8.02317E-06
        1.811    7.28920E-06    3.15381E-07    3.48695E-07    7.95328E-06
        1.817    7.21694E-06    3.16775E-07    3.50059E-07    7.88377E-06
        1.824    7.14509E-06    3.18160E-07    3.51419E-07    7.81467E-06
        1.830    7.07365E-06    3.19538E-07    3.52773E-07    7.74596E-06
        1.837    7.00262E-06    3.20907E-07    3.54121E-07    7.67765E-06
        1.843    6.93201E-06    3.22268E-07    3.55464E-07    7.60974E-06
        1.850    6.86182E-06    3.23620E-07    3.56800E-07    7.54224E-06
        1.856    6.79205E-06    3.24964E-07    3.58130E-07    7.47515E-06
        1.862    6.72271E-06    3.26300E-07    3.59452E-07    7.40846E-06
        1.869    6.65379E-06    3.27626E-07    3.60768E-07    7.34218E-06
        1.875    6.58530E-06    3.28943E-07    3.62076E-07    7.27632E-06
        1.882    6.51724E-06    3.30252E-07    3.63376E-07    7.21087E-06
        1.888    6.44961E-06    3.31552E-07    3.64668E-07    7.14583E-06
        1.895    6.38241E-06    3.32842E-07    3.65951E-07    7.08121E-06
        1.901    6.31565E-06    3.34123E-07    3.67225E-07    7.01700E-06
        1.908    6.24933E-06    3.35395E-07    3.68490E-07    6.95321E-06
        1.914    6.18344E-06    3.36657E-07    3.69745E-07    6.88984E-06
        1.921    6.11799E-06    3.37910E-07    3.70990E-07    6.82689E-06
        1.927    6.05298E-06    3.39154E-07    3.72224E-07    6.76436E-06
        1.933    5.98842E-06    3.40387E-07    3.73447E-07    6.70225E-06
        1.940    5.92429E-06    3.41611E-07    3.74659E-07    6.64056E-06
        1.946    5.86061E-06    3.42825E-07    3.75859E-07    6.57930E-06
        1.953    5.79738E-06    3.44029E-07    3.77046E-07    6.51845E-06
        1.959    5.73459E-06    3.45223E-07    3.78221E-07    6.45803E-06
        1.966    5.67225E-06    3.46407E-07    3.79383E-07    6.39804E-06
        1.972    5.61035E-06    3.47580E-07    3.80530E-07    6.33846E-06
        1.979    5.54890E-06    3.48743E-07    3.81664E-07    6.27931E-06
        1.985    5.48791E-06    3.49896E-07    3.82782E-07    6.22059E-06
        1.991    5.42736E-06    3.51039E-07    3.83886E-07    6.16228E-06
        1.998    5.36726E-06    3.52170E-07    3.84974E-07    6.10440E-06
        2.004    5.30761E-06    3.53292E-07    3.86045E-07    6.04694E-06
        2.011    5.24841E-06    3.54402E-07    3.87100E-07    5.98991E-06
        2.017    5.18966E-06    3.55501E-07    3.88137E-07    5.93330E-06
        2.024    5.13136E-06    3.56590E-07    3.89157E-07    5.87711E-06
        2.030    5.07351E-06    3.57668E-07    3.90158E-07    5.82134E-06
        2.037    5.01611E-06    3.58734E-07    3.91140E-07    5.76599E-06
        2.043    4.95917E-06    3.59790E-07    3.92102E-07    5.71106E-06
        2.050    4.90267E-06    3.60834E-07    3.93045E-07    5.65655E-06
        2.056    4.84662E-06    3.61867E-07    3.93966E-07    5.60246E-06
        2.062    4.79103E-06    3.62889E-07    3.94866E-07    5.54878E-06
        2.069    4.73588E-06    3.63899E-07    3.95745E-07    5.49552E-06
        2.075    4.68118E-06    3.64897E-07    3.96600E-07    5.44268E-06
        2.082    4.62693E-06    3.65884E-07    3.97433E-07    5.39025E-06
        2.088    4.57313E-06    3.66859E-07    3.98241E-07    5.33823E-06
        2.095    4.51978E-06    3.67823E-07    3.99026E-07    5.28663E-06
        2.101    4.46687E-06    3.68775E-07    3.99785E-07    5.23543E-06
