#: table_doi: 10.17182/hepdata.94313.v1/t50
#: name: Lambda pT spectrum, Au+Au 19.6 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau19_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4996,0.4,0.6,0.12457,0.00274,-0.00274,0.00736,-0.00736
0.6976,0.6,0.8,0.07439,0.0011,-0.0011,0.00345,-0.00345
0.8962,0.8,1.0,0.04263,0.00057,-0.00057,0.0028,-0.0028
1.0953,1.0,1.2,0.0218,0.00029,-0.00029,0.00163,-0.00163
1.2947,1.2,1.4,0.011278,0.00016,-0.00016,0.000625,-0.000625
1.4942,1.4,1.6,0.005765,9e-05,-9e-05,0.000386,-0.000386
1.6939,1.6,1.8,0.0027,4.7e-05,-4.7e-05,0.000208,-0.000208
1.8936,1.8,2.0,0.00125,2.5e-05,-2.5e-05,0.000112,-0.000112
2.1356,2.0,2.3,0.0005138,1.03e-05,-1.03e-05,4.68e-05,-4.68e-05
2.4356,2.3,2.6,0.0001656,4.7e-06,-4.7e-06,1.38e-05,-1.38e-05
2.7749,2.6,3.0,4.488e-05,1.85e-06,-1.85e-06,3.59e-06,-3.59e-06
3.1754,3.0,3.4,9.11e-06,8.27e-07,-8.27e-07,7.16e-07,-7.16e-07
3.6131,3.4,3.9,2.165e-06,3.06e-07,-3.06e-07,1.85e-07,-1.85e-07
4.1144,3.9,4.4,3.22e-07,1.01e-07,-1.01e-07,2.7e-08,-2.7e-08
4.6513,4.4,5.0,1.007e-07,4.75e-08,-4.75e-08,1.03e-08,-1.03e-08

