#: table_doi: 10.17182/hepdata.94313.v1/t40
#: name: Lambda pT spectrum, Au+Au 7.7 GeV, 10-20%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau7_cent4.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,10-20%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5013,0.4,0.6,2.619,0.064,-0.064,0.164,-0.164
0.6992,0.6,0.8,1.8801,0.0294,-0.0294,0.0853,-0.0853
0.8978,0.8,1.0,1.2363,0.0167,-0.0167,0.0426,-0.0426
1.0966,1.0,1.2,0.7665,0.0101,-0.0101,0.0381,-0.0381
1.2957,1.2,1.4,0.4289,0.0058,-0.0058,0.0171,-0.0171
1.4951,1.4,1.6,0.22242,0.00316,-0.00316,0.00781,-0.00781
1.6945,1.6,1.8,0.11334,0.00175,-0.00175,0.00381,-0.00381
1.8941,1.8,2.0,0.05477,0.00093,-0.00093,0.00189,-0.00189
2.1359,2.0,2.3,0.02113,0.00035,-0.00035,0.00107,-0.00107
2.4354,2.3,2.6,0.00644,0.000147,-0.000147,0.000297,-0.000297
2.7736,2.6,3.0,0.0016339,5.45e-05,-5.45e-05,7.51e-05,-7.51e-05
3.173,3.0,3.4,0.0003047,2.15e-05,-2.15e-05,1.51e-05,-1.51e-05
3.6078,3.4,3.9,5.346e-05,6.72e-06,-6.72e-06,3.13e-06,-3.13e-06

