#: table_doi: 10.17182/hepdata.94313.v1/t129
#: name: Xi- pT spectrum, Au+Au 27 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig8_xi_auau27_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: Xi- pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.7946,0.6,1.0,0.05798,0.0011,-0.0011,0.00224,-0.00224
1.1433,1.0,1.3,0.02805,0.00043,-0.00043,0.00132,-0.00132
1.4414,1.3,1.6,0.013799,0.000197,-0.000197,0.000574,-0.000574
1.7401,1.6,1.9,0.006037,8.9e-05,-8.9e-05,0.000224,-0.000224
2.0392,1.9,2.2,0.0023629,3.78e-05,-3.78e-05,8.94e-05,-8.94e-05
2.3792,2.2,2.6,0.0008457,1.44e-05,-1.44e-05,4.07e-05,-4.07e-05
2.8527,2.6,3.2,0.00017271,4.36e-06,-4.36e-06,7.42e-06,-7.42e-06
3.5173,3.2,4.0,1.888e-05,1.07e-06,-1.07e-06,8.4e-07,-8.4e-07
4.3758,4.0,5.0,1.088e-06,2.15e-07,-2.15e-07,5.5e-08,-5.5e-08

