#: table_doi: 10.17182/hepdata.94313.v1/t45
#: name: Lambda pT spectrum, Au+Au 11.5 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau11_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5004,0.4,0.6,1.1193,0.0328,-0.0328,0.0909,-0.0909
0.6985,0.6,0.8,0.7432,0.0143,-0.0143,0.0377,-0.0377
0.8972,0.8,1.0,0.4667,0.0078,-0.0078,0.0196,-0.0196
1.0962,1.0,1.2,0.2813,0.0047,-0.0047,0.0154,-0.0154
1.2955,1.2,1.4,0.15193,0.00254,-0.00254,0.00474,-0.00474
1.4949,1.4,1.6,0.08111,0.00142,-0.00142,0.00229,-0.00229
1.6945,1.6,1.8,0.04138,0.00078,-0.00078,0.00137,-0.00137
1.8942,1.8,2.0,0.019724,0.00039,-0.00039,0.000817,-0.000817
2.1363,2.0,2.3,0.007948,0.000145,-0.000145,0.000297,-0.000297
2.4358,2.3,2.6,0.002431,5.6e-05,-5.6e-05,0.000104,-0.000104
2.7743,2.6,3.0,0.0006781,1.99e-05,-1.99e-05,2.95e-05,-2.95e-05
3.1738,3.0,3.4,0.00013218,7.4e-06,-7.4e-06,5.92e-06,-5.92e-06
3.6089,3.4,3.9,2.473e-05,2.8e-06,-2.8e-06,1.15e-06,-1.15e-06
4.1085,3.9,4.4,4e-06,1.01e-06,-1.01e-06,2.4e-07,-2.4e-07

