          %pt            TT            TS            SS            SS2j            Tot
        0.200    9.30631E-01    7.79026E-05    2.01069E-04    2.06699E-08    9.30910E-01
        0.616    7.65594E-01    5.19237E-03    6.78539E-03    3.95436E-06    7.77576E-01
        1.032    4.91597E-01    2.74947E-02    3.36480E-02    3.01482E-05    5.52769E-01
        1.448    2.48148E-01    7.87831E-02    7.17079E-02    8.77846E-05    3.98727E-01
        1.864    1.04147E-01    1.58506E-01    7.00263E-02    1.75072E-04    3.32854E-01
        2.280    3.83410E-02    2.13665E-01    4.12215E-02    2.77140E-04    2.93504E-01
        2.696    1.28681E-02    1.74559E-01    2.39544E-02    3.53021E-04    2.11735E-01
        3.112    4.04151E-03    9.76430E-02    1.42632E-02    2.97030E-04    1.16245E-01
        3.528    1.20895E-03    5.38303E-02    8.70981E-03    1.41116E-04    6.38901E-02
        3.944    3.48634E-04    3.05827E-02    5.44361E-03    6.91946E-05    3.64442E-02
        4.360    9.77542E-05    1.78996E-02    3.47444E-03    3.49655E-05    2.15067E-02
        4.776    2.68140E-05    1.07581E-02    2.26011E-03    1.81743E-05    1.30632E-02
        5.192    7.22772E-06    6.61963E-03    1.49574E-03    9.69763E-06    8.13230E-03
        5.608    1.92095E-06    4.15931E-03    1.00554E-03    5.30180E-06    5.17207E-03
        6.024    5.04681E-07    2.66294E-03    6.85761E-04    2.96448E-06    3.35217E-03
        6.440    1.31331E-07    1.73408E-03    4.73876E-04    1.69245E-06    2.20978E-03
        6.856    3.39034E-08    1.14676E-03    3.31453E-04    9.85067E-07    1.47923E-03
        7.272    8.69326E-09    7.69127E-04    2.34447E-04    5.83715E-07    1.00417E-03
        7.688    2.21625E-09    5.22570E-04    1.67562E-04    3.51703E-07    6.90486E-04
        8.104    5.62215E-10    3.59314E-04    1.20920E-04    2.15228E-07    4.80450E-04
        8.520    1.42012E-10    2.49805E-04    8.80489E-05    1.33634E-07    3.37988E-04
        8.936    3.57374E-11    1.75463E-04    6.46540E-05    8.41058E-08    2.40201E-04
        9.352    8.96396E-12    1.24428E-04    4.78497E-05    5.36103E-08    1.72331E-04
        9.768    2.24194E-12    8.90284E-05    3.56749E-05    3.45814E-08    1.24738E-04
       10.184    5.59291E-13    6.42346E-05    2.67825E-05    2.25576E-08    9.10396E-05
       10.600    1.39208E-13    4.67106E-05    2.02380E-05    1.48699E-08    6.69635E-05
       11.016    3.45785E-14    3.42189E-05    1.53867E-05    9.89968E-09    4.96155E-05
       11.432    8.57347E-15    2.52427E-05    1.17662E-05    6.65242E-09    3.70156E-05
       11.848    2.12223E-15    1.87437E-05    9.04680E-06    4.50974E-09    2.77951E-05
       12.264    5.24545E-16    1.40046E-05    6.99185E-06    3.08261E-09    2.09995E-05
       12.680    1.29475E-16    1.05253E-05    5.43003E-06    2.12362E-09    1.59575E-05
       13.096    3.19197E-17    7.95459E-06    4.23649E-06    1.47378E-09    1.21926E-05
       13.512    7.86039E-18    6.04357E-06    3.31963E-06    1.02992E-09    9.36424E-06
       13.928    1.93368E-18    4.61473E-06    2.61183E-06    7.24461E-10    7.22728E-06
       14.344    4.75243E-19    3.54051E-06    2.06282E-06    5.12744E-10    5.60384E-06
       14.760    1.16700E-19    2.72864E-06    1.63505E-06    3.65005E-10    4.36406E-06
       15.176    2.86340E-20    2.11197E-06    1.30032E-06    2.61249E-10    3.41255E-06
       15.592    7.02058E-21    1.64130E-06    1.03732E-06    1.87938E-10    2.67880E-06
       16.008    1.72015E-21    1.28042E-06    8.29847E-07    1.35842E-10    2.11040E-06
       16.424    4.21199E-22    1.00249E-06    6.65575E-07    9.86187E-11    1.66816E-06
       16.840    1.03075E-22    7.87531E-07    5.35039E-07    7.18862E-11    1.32264E-06
       17.256    2.52104E-23    6.20603E-07    4.30956E-07    5.25948E-11    1.05161E-06
       17.672    6.16289E-24    4.90462E-07    3.47698E-07    3.86100E-11    8.38199E-07
       18.088    1.50586E-24    3.88619E-07    2.80894E-07    2.84289E-11    6.69542E-07
       18.504    3.67780E-25    3.08631E-07    2.27139E-07    2.09875E-11    5.35791E-07
       18.920    8.97867E-26    2.45589E-07    1.83769E-07    1.55288E-11    4.29374E-07
       19.336    2.19112E-26    1.95738E-07    1.48692E-07    1.15109E-11    3.44442E-07
       19.752    5.34514E-27    1.56192E-07    1.20261E-07    8.54453E-12    2.76462E-07
       20.168    1.30347E-27    1.24728E-07    9.71730E-08    6.34853E-12    2.21907E-07
       20.584    3.17764E-28    9.96239E-08    7.83943E-08    4.71895E-12    1.78023E-07
