          %pt            TT            TS            SS            SS2j            Tot
        0.200    6.52464E-03    1.24457E-06    2.11347E-07    6.62362E-10    6.52610E-03
        0.543    5.76907E-03    5.22010E-05    5.15025E-06    1.54007E-07    5.82657E-03
        0.887    4.49598E-03    2.86058E-04    1.94449E-05    1.83817E-06    4.80332E-03
        1.230    3.05756E-03    7.35874E-04    3.88471E-05    7.25872E-06    3.83954E-03
        1.573    1.81605E-03    1.26376E-03    5.63722E-05    1.61579E-05    3.15233E-03
        1.917    9.52097E-04    1.68007E-03    5.89724E-05    2.65133E-05    2.71766E-03
        2.260    4.47489E-04    1.84246E-03    4.25568E-05    3.72387E-05    2.36975E-03
        2.603    1.91684E-04    1.70710E-03    3.03863E-05    4.82199E-05    1.97739E-03
        2.947    7.59831E-05    1.34167E-03    2.20128E-05    5.92983E-05    1.49897E-03
        3.290    2.82419E-05    8.87842E-04    1.61566E-05    6.98730E-05    1.00211E-03
        3.633    9.95155E-06    4.88392E-04    1.19910E-05    7.89952E-05    5.89330E-04
        3.977    3.35440E-06    2.25545E-04    8.98521E-06    8.55798E-05    3.23465E-04
        4.320    1.08954E-06    9.71206E-05    6.79071E-06    8.86163E-05    1.93617E-04
        4.663    3.43050E-07    4.16188E-05    5.17236E-06    8.73735E-05    1.34508E-04
        5.007    1.05209E-07    1.77784E-05    3.96828E-06    8.16047E-05    1.03457E-04
        5.350    3.15530E-08    7.57835E-06    3.06518E-06    7.17345E-05    8.24096E-05
        5.693    9.28382E-09    3.22625E-06    2.38276E-06    5.89629E-05    6.45812E-05
        6.037    2.68700E-09    1.37264E-06    1.86349E-06    4.49431E-05    4.81819E-05
        6.380    7.66697E-10    5.83952E-07    1.46576E-06    3.20522E-05    3.41027E-05
        6.723    2.16072E-10    2.48512E-07    1.15921E-06    2.30854E-05    2.44933E-05
        7.067    6.02373E-11    1.05830E-07    9.21543E-07    1.67826E-05    1.78100E-05
        7.410    1.66339E-11    4.51106E-08    7.36232E-07    1.23083E-05    1.30896E-05
        7.753    4.55477E-12    1.92504E-08    5.90963E-07    9.10212E-06    9.71234E-06
        8.097    1.23793E-12    8.22551E-09    4.76497E-07    6.78420E-06    7.26893E-06
        8.440    3.34223E-13    3.51963E-09    3.85856E-07    5.09428E-06    5.48366E-06
        8.783    8.97003E-14    1.50827E-09    3.13742E-07    3.85234E-06    4.16759E-06
        9.127    2.39460E-14    6.47349E-10    2.56109E-07    2.93269E-06    3.18945E-06
        9.470    6.36185E-15    2.78285E-10    2.09849E-07    2.24677E-06    2.45690E-06
        9.813    1.68286E-15    1.19825E-10    1.72564E-07    1.73167E-06    1.90435E-06
       10.157    4.43405E-16    5.16789E-11    1.42393E-07    1.34231E-06    1.48476E-06
