0.5018	2.53
0.7001	1.967
 0.8988	1.476
1.0978	1.0184
1.2971	0.6693
1.4964	0.403
1.6959	0.2304
1.8955	0.13008
2.1381	0.06169
2.4379	0.02362
2.7786	0.007775
3.1788	0.002195
3.6176	0.0005282
4.1183	0.00010865
4.6558	2.103e-05
5.3864	3.892e-06
