0.45	7.39015
0.55	6.44725
0.65	5.6473
0.75	4.8108
0.85	4.022
0.95	3.3034
1.05	2.6646
1.15	2.1118
1.25	1.6427
1.35	1.2511
1.45	0.9361
1.55	0.6884
1.65	0.502
1.75	0.3612
1.85	0.2618
1.95	0.187
