          %pt            TT            TS            SS            SS2j            Tot
        0.200    2.07598E-03    1.02709E-05    1.21061E-06    3.97095E-07    2.08786E-03
        0.527    1.80212E-03    1.08424E-04    6.32868E-06    3.57909E-06    1.92045E-03
        0.853    1.37354E-03    3.55930E-04    1.43243E-05    1.11439E-05    1.75494E-03
        1.180    9.18720E-04    7.24253E-04    2.43829E-05    2.31426E-05    1.69050E-03
        1.507    5.42082E-04    1.13745E-03    3.58818E-05    3.94480E-05    1.75486E-03
        1.833    2.85156E-04    1.48951E-03    4.10056E-05    5.95189E-05    1.87519E-03
        2.160    1.35563E-04    1.66525E-03    3.13781E-05    8.14165E-05    1.91361E-03
        2.487    5.90803E-05    1.59876E-03    2.29473E-05    1.01420E-04    1.78221E-03
        2.813    2.39221E-05    1.31757E-03    1.69787E-05    1.14693E-04    1.47316E-03
        3.140    9.10630E-06    9.26793E-04    1.26700E-05    1.16777E-04    1.06535E-03
        3.467    3.29175E-06    5.49994E-04    9.52847E-06    1.05581E-04    6.68396E-04
        3.793    1.13943E-06    2.72903E-04    7.22138E-06    8.33336E-05    3.64597E-04
        4.120    3.80289E-07    1.18815E-04    5.51578E-06    5.65533E-05    1.81265E-04
        4.447    1.23074E-07    5.08654E-05    4.24619E-06    3.67129E-05    9.19476E-05
        4.773    3.88030E-08    2.17830E-05    3.29439E-06    2.42437E-05    4.93599E-05
        5.100    1.19638E-08    9.32876E-06    2.57560E-06    1.62562E-05    2.81725E-05
        5.427    3.61865E-09    3.99545E-06    2.02874E-06    1.10533E-05    1.70811E-05
        5.753    1.07657E-09    1.71179E-06    1.60958E-06    7.61296E-06    1.09354E-05
        6.080    3.15717E-10    7.33858E-07    1.28595E-06    5.30666E-06    7.32679E-06
        6.407    9.14355E-11    3.14909E-07    1.03429E-06    3.74078E-06    5.09008E-06
