          %pt            TT            TS            SS            SS2j            Tot
        0.100    2.15825E-03    2.84715E-06    1.13195E-08    6.25126E-07    2.16174E-03
        0.430    1.88617E-03    4.72030E-05    1.51806E-06    7.24854E-06    1.94214E-03
        0.760    1.40021E-03    1.62692E-04    8.62946E-06    2.34467E-05    1.59498E-03
        1.090    8.91703E-04    3.37877E-04    2.16275E-05    4.98773E-05    1.30108E-03
        1.420    4.93757E-04    5.34916E-04    3.72488E-05    8.62499E-05    1.15217E-03
        1.750    2.41397E-04    7.03112E-04    4.80205E-05    1.32038E-04    1.12457E-03
        2.080    1.05847E-04    7.86619E-04    3.97706E-05    1.44306E-04    1.07654E-03
        2.410    4.22508E-05    7.52207E-04    2.82105E-05    7.33654E-05    8.96034E-04
        2.740    1.55621E-05    6.13904E-04    2.03089E-05    3.89148E-05    6.88690E-04
        3.070    5.35221E-06    4.25340E-04    1.48213E-05    2.13478E-05    4.66861E-04
        3.400    1.73643E-06    2.47484E-04    1.09483E-05    1.20553E-05    2.72224E-04
        3.730    5.36029E-07    1.19525E-04    8.17634E-06    6.98745E-06    1.35225E-04
        4.060    1.58593E-07    4.93494E-05    6.16871E-06    4.14803E-06    5.98247E-05
        4.390    4.52469E-08    1.96467E-05    4.69907E-06    2.51753E-06    2.69086E-05
        4.720    1.25116E-08    7.80519E-06    3.61256E-06    1.55968E-06    1.29899E-05
        5.050    3.36754E-09    3.09424E-06    2.80171E-06    9.84941E-07    6.88426E-06
        5.380    8.85409E-10    1.22449E-06    2.19111E-06    6.33194E-07    4.04968E-06
        5.710    2.28098E-10    4.83955E-07    1.72729E-06    4.13903E-07    2.62538E-06
        6.040    5.77237E-11    1.91136E-07    1.37203E-06    2.74802E-07    1.83803E-06
        6.370    1.43809E-11    7.54730E-08    1.09774E-06    1.85123E-07    1.35835E-06
        6.700    3.53360E-12    2.98091E-08    8.84322E-07    1.26422E-07    1.04056E-06
        7.030    8.57709E-13    1.17810E-08    7.17056E-07    8.74434E-08    8.16281E-07
        7.360    2.05941E-13    4.66052E-09    5.85036E-07    6.12119E-08    6.50909E-07
        7.690    4.89706E-14    1.84593E-09    4.80135E-07    4.33344E-08    5.25315E-07
        8.020    1.15441E-14    7.32181E-10    3.96248E-07    3.10045E-08    4.27984E-07
        8.350    2.70025E-15    2.90879E-10    3.28753E-07    2.24048E-08    3.51449E-07
        8.680    6.27191E-16    1.15758E-10    2.74130E-07    1.63431E-08    2.90589E-07
        9.010    1.44758E-16    4.61502E-11    2.29678E-07    1.20273E-08    2.41752E-07
        9.340    3.32193E-17    1.84335E-11    1.93310E-07    8.92552E-09    2.02254E-07
        9.670    7.58352E-18    7.37693E-12    1.63403E-07    6.67614E-09    1.70087E-07
