          %pt            TT            TS            SS            SS2j            Tot
        0.200    2.07598E-03    1.28217E-06    1.21061E-06    3.13476E-07    2.07879E-03
        0.527    1.80212E-03    1.38930E-05    6.32868E-06    2.83657E-06    1.82518E-03
        0.853    1.37354E-03    4.64201E-05    1.43243E-05    8.86094E-06    1.44315E-03
        1.180    9.18720E-04    9.28748E-05    2.43829E-05    1.84066E-05    1.05438E-03
        1.507    5.42082E-04    1.39884E-04    3.58818E-05    3.13288E-05    7.49177E-04
        1.833    2.85156E-04    1.76078E-04    4.10056E-05    4.72576E-05    5.49497E-04
        2.160    1.35563E-04    1.95008E-04    3.13781E-05    6.48888E-05    4.26838E-04
        2.487    5.90803E-05    1.94835E-04    2.29473E-05    8.16151E-05    3.58478E-04
        2.813    2.39221E-05    1.77711E-04    1.69787E-05    9.38837E-05    3.12495E-04
        3.140    9.10630E-06    1.48835E-04    1.26700E-05    9.81622E-05    2.68774E-04
        3.467    3.29175E-06    1.14783E-04    9.52847E-06    9.22748E-05    2.19878E-04
        3.793    1.13943E-06    8.15873E-05    7.22138E-06    7.68288E-05    1.66777E-04
        4.120    3.80289E-07    5.33961E-05    5.51578E-06    5.43788E-05    1.13671E-04
        4.447    1.23074E-07    3.20741E-05    4.24619E-06    3.55020E-05    7.19453E-05
        4.773    3.88030E-08    1.75891E-05    3.29439E-06    2.35583E-05    4.44806E-05
        5.100    1.19638E-08    8.75887E-06    2.57560E-06    1.58643E-05    2.72107E-05
        5.427    3.61865E-09    3.97679E-06    2.02874E-06    1.08285E-05    1.68376E-05
        5.753    1.07657E-09    1.71179E-06    1.60958E-06    7.48477E-06    1.08072E-05
        6.080    3.15717E-10    7.33858E-07    1.28595E-06    5.23493E-06    7.25506E-06
        6.407    9.14355E-11    3.14909E-07    1.03429E-06    3.70227E-06    5.05156E-06
        6.733    2.61916E-11    1.35299E-07    8.37225E-07    2.64597E-06    3.61852E-06
        7.060    7.43033E-12    5.82170E-08    6.81866E-07    1.90993E-06    2.65002E-06
        7.387    2.08995E-12    2.50921E-08    5.58589E-07    1.39170E-06    1.97539E-06
        7.713    5.83396E-13    1.08349E-08    4.60155E-07    1.02320E-06    1.49419E-06
        8.040    1.61750E-13    4.68787E-09    3.81084E-07    7.58701E-07    1.14447E-06
        8.367    4.45745E-14    2.03247E-09    3.17199E-07    5.67142E-07    8.86374E-07
        8.693    1.22169E-14    8.83085E-10    2.65298E-07    4.27224E-07    6.93405E-07
        9.020    3.33193E-15    3.84529E-10    2.22909E-07    3.24191E-07    5.47485E-07
        9.347    9.04690E-16    1.67809E-10    1.88111E-07    2.47731E-07    4.36010E-07
        9.673    2.44653E-16    7.33948E-11    1.59407E-07    1.90568E-07    3.50048E-07
