%proton  10-20%
0.40 	 0.45 	 5.4435 	 0.00490 	 0.65801 
0.45 	 0.50 	 5.0125 	 0.00449 	 0.48761 
0.50 	 0.55 	 4.6709 	 0.00419 	 0.40408 
0.55 	 0.60 	 4.3424 	 0.00390 	 0.35524 
0.60 	 0.65 	 4.0114 	 0.00363 	 0.32000 
0.65 	 0.70 	 3.7113 	 0.00338 	 0.29275 
0.70 	 0.75 	 3.4026 	 0.00314 	 0.26707 
0.75 	 0.80 	 3.0804 	 0.00288 	 0.24126 
0.60 	 0.70 	 3.9093 	 0.00317 	 0.30976 
0.70 	 0.80 	 3.2226 	 0.00264 	 0.25262 
0.80 	 0.90 	 2.6136 	 0.00222 	 0.20453 
0.90 	 1.00 	 2.0956 	 0.00188 	 0.16414 
1.00 	 1.10 	 1.6576 	 0.00159 	 0.13023 
1.10 	 1.20 	 1.2970 	 0.00135 	 0.10257 
1.20 	 1.30 	 0.9915 	 0.00113 	 0.07951 
1.30 	 1.40 	 0.7440 	 0.00094 	 0.06139 
1.40 	 1.50 	 0.5487 	 0.00077 	 0.04789 
1.50 	 1.60 	 0.3995 	 0.00064 	 0.03865 
1.60 	 1.70 	 0.2910 	 0.00052 	 0.03330 
1.70 	 1.80 	 0.2108 	 0.00043 	 0.02413 
1.80 	 1.90 	 0.1517 	 0.00036 	 0.01736 
1.90 	 2.00 	 0.1088 	 0.00029 	 0.01245 
