%Au+Au 39 GeV
%------------------------
%pTlow [GeV/c] pThigh[GeV/c]   d^2N/(2pi*pt*dpt*dy)[(GeV/c)^-2]   error(stat.)    error(sys.)
%ka+  0-5%
0.25 	 0.30 	 19.1716 	 0.02751 	 1.25715 
0.30 	 0.35 	 18.3834 	 0.02279 	 1.13808 
0.35 	 0.40 	 16.9151 	 0.01916 	 1.01602 
0.40 	 0.45 	 15.0058 	 0.01620 	 0.88776 
0.45 	 0.50 	 13.1072 	 0.01382 	 0.76977 
0.50 	 0.55 	 11.6066 	 0.01202 	 0.67928 
0.55 	 0.60 	 9.9435 	 0.01039 	 0.58090 
0.60 	 0.65 	 8.4206 	 0.00900 	 0.49147 
0.65 	 0.70 	 6.8518 	 0.00768 	 0.39981 
0.70 	 0.75 	 6.0383 	 0.00686 	 0.35266 
0.40 	 0.50 	 13.6238 	 0.01350 	 0.80247 
0.50 	 0.60 	 10.5041 	 0.01007 	 0.61395 
0.60 	 0.70 	 7.6950 	 0.00759 	 0.44898 
0.70 	 0.80 	 5.4354 	 0.00574 	 0.31707 
0.80 	 0.90 	 3.7889 	 0.00440 	 0.22114 
0.90 	 1.00 	 2.6372 	 0.00341 	 0.15419 
1.00 	 1.10 	 1.8393 	 0.00267 	 0.10811 
1.10 	 1.20 	 1.2702 	 0.00209 	 0.07579 
1.20 	 1.30 	 0.8615 	 0.00163 	 0.05362 
1.30 	 1.40 	 0.5883 	 0.00128 	 0.04073 
1.40 	 1.50 	 0.4014 	 0.00101 	 0.03478 
1.50 	 1.60 	 0.2748 	 0.00080 	 0.02381 
1.60 	 1.70 	 0.1871 	 0.00064 	 0.01622 
1.70 	 1.80 	 0.1270 	 0.00050 	 0.01101 
1.80 	 1.90 	 0.0852 	 0.00040 	 0.00739 
1.90 	 2.00 	 0.0581 	 0.00032 	 0.00504 
