%proton  50-60%
0.40 	 0.45 	 1.1434 	 0.00198 	 0.13821 
0.45 	 0.50 	 1.0517 	 0.00186 	 0.10230 
0.50 	 0.55 	 0.9429 	 0.00171 	 0.08157 
0.55 	 0.60 	 0.8332 	 0.00156 	 0.06816 
0.60 	 0.65 	 0.7330 	 0.00142 	 0.05847 
0.65 	 0.70 	 0.6426 	 0.00130 	 0.05069 
0.70 	 0.75 	 0.5667 	 0.00119 	 0.04448 
0.75 	 0.80 	 0.4962 	 0.00108 	 0.03886 
0.60 	 0.70 	 0.6831 	 0.00120 	 0.05413 
0.70 	 0.80 	 0.5268 	 0.00098 	 0.04130 
0.80 	 0.90 	 0.4074 	 0.00082 	 0.03188 
0.90 	 1.00 	 0.3000 	 0.00066 	 0.02349 
1.00 	 1.10 	 0.2194 	 0.00054 	 0.01724 
1.10 	 1.20 	 0.1610 	 0.00044 	 0.01273 
1.20 	 1.30 	 0.1174 	 0.00036 	 0.00942 
1.30 	 1.40 	 0.0839 	 0.00030 	 0.00692 
1.40 	 1.50 	 0.0602 	 0.00024 	 0.00525 
1.50 	 1.60 	 0.0424 	 0.00020 	 0.00410 
1.60 	 1.70 	 0.0299 	 0.00016 	 0.00342 
1.70 	 1.80 	 0.0212 	 0.00013 	 0.00243 
1.80 	 1.90 	 0.0148 	 0.00010 	 0.00170 
1.90 	 2.00 	 0.0105 	 0.00009 	 0.00120 
