%ka+  50-60%
0.25 	 0.30 	 2.5367 	 0.00614 	 0.16634 
0.30 	 0.35 	 2.2513 	 0.00490 	 0.13937 
0.35 	 0.40 	 1.9253 	 0.00398 	 0.11565 
0.40 	 0.45 	 1.6343 	 0.00330 	 0.09668 
0.45 	 0.50 	 1.4143 	 0.00281 	 0.08305 
0.50 	 0.55 	 1.1672 	 0.00237 	 0.06830 
0.55 	 0.60 	 0.9699 	 0.00202 	 0.05677 
0.60 	 0.65 	 0.8091 	 0.00174 	 0.04750 
0.65 	 0.70 	 0.6381 	 0.00147 	 0.03735 
0.70 	 0.75 	 0.5154 	 0.00126 	 0.03020 
0.40 	 0.50 	 1.4756 	 0.00278 	 0.08692 
0.50 	 0.60 	 1.0368 	 0.00198 	 0.06060 
0.60 	 0.70 	 0.7025 	 0.00144 	 0.04099 
0.70 	 0.80 	 0.4651 	 0.00106 	 0.02713 
0.80 	 0.90 	 0.3110 	 0.00080 	 0.01815 
0.90 	 1.00 	 0.2096 	 0.00061 	 0.01226 
1.00 	 1.10 	 0.1417 	 0.00047 	 0.00833 
1.10 	 1.20 	 0.0977 	 0.00037 	 0.00583 
1.20 	 1.30 	 0.0664 	 0.00029 	 0.00413 
1.30 	 1.40 	 0.0457 	 0.00023 	 0.00317 
1.40 	 1.50 	 0.0311 	 0.00018 	 0.00269 
1.50 	 1.60 	 0.0216 	 0.00015 	 0.00187 
1.60 	 1.70 	 0.0147 	 0.00012 	 0.00128 
1.70 	 1.80 	 0.0103 	 0.00009 	 0.00089 
1.80 	 1.90 	 0.0072 	 0.00007 	 0.00062 
1.90 	 2.00 	 0.0048 	 0.00006 	 0.00042 
