%pi+  40-50%
0.25 	 0.30 	 35.8467 	 0.01453 	 2.46160 
0.30 	 0.35 	 26.8747 	 0.01160 	 1.79760 
0.35 	 0.40 	 20.1955 	 0.00940 	 1.32852 
0.40 	 0.45 	 15.3250 	 0.00773 	 0.99769 
0.45 	 0.50 	 11.6697 	 0.00641 	 0.75486 
0.50 	 0.55 	 8.8866 	 0.00534 	 0.57258 
0.55 	 0.60 	 6.7815 	 0.00447 	 0.43591 
0.60 	 0.65 	 5.3432 	 0.00382 	 0.34296 
0.65 	 0.70 	 4.1107 	 0.00323 	 0.26364 
0.70 	 0.75 	 3.1941 	 0.00275 	 0.20479 
0.40 	 0.50 	 13.4413 	 0.00629 	 0.87191 
0.50 	 0.60 	 7.9107 	 0.00439 	 0.50901 
0.60 	 0.70 	 4.7480 	 0.00315 	 0.30462 
0.70 	 0.80 	 2.9006 	 0.00231 	 0.18593 
0.80 	 0.90 	 1.8010 	 0.00171 	 0.11547 
0.90 	 1.00 	 1.1257 	 0.00129 	 0.07228 
1.00 	 1.10 	 0.7172 	 0.00098 	 0.04624 
1.10 	 1.20 	 0.4655 	 0.00075 	 0.03032 
1.20 	 1.30 	 0.3051 	 0.00059 	 0.02038 
1.30 	 1.40 	 0.2021 	 0.00046 	 0.01431 
1.40 	 1.50 	 0.1345 	 0.00036 	 0.01077 
1.50 	 1.60 	 0.0910 	 0.00029 	 0.00906 
1.60 	 1.70 	 0.0617 	 0.00023 	 0.00615 
1.70 	 1.80 	 0.0430 	 0.00019 	 0.00428 
1.80 	 1.90 	 0.0298 	 0.00015 	 0.00297 
1.90 	 2.00 	 0.0209 	 0.00012 	 0.00209 
