%ka+  5-10%
0.25 	 0.30 	 17.2249 	 0.02603 	 1.12949 
0.30 	 0.35 	 16.2825 	 0.02141 	 1.00802 
0.35 	 0.40 	 14.8938 	 0.01794 	 0.89462 
0.40 	 0.45 	 13.2500 	 0.01519 	 0.78389 
0.45 	 0.50 	 11.5427 	 0.01294 	 0.67786 
0.50 	 0.55 	 10.0110 	 0.01115 	 0.58591 
0.55 	 0.60 	 8.5339 	 0.00961 	 0.49864 
0.60 	 0.65 	 7.1127 	 0.00825 	 0.41513 
0.65 	 0.70 	 6.0965 	 0.00723 	 0.35572 
0.70 	 0.75 	 4.9724 	 0.00622 	 0.29072 
0.40 	 0.50 	 12.0182 	 0.01268 	 0.70789 
0.50 	 0.60 	 9.0503 	 0.00930 	 0.52898 
0.60 	 0.70 	 6.5734 	 0.00697 	 0.38355 
0.70 	 0.80 	 4.6389 	 0.00528 	 0.27061 
0.80 	 0.90 	 3.2251 	 0.00404 	 0.18824 
0.90 	 1.00 	 2.2392 	 0.00313 	 0.13092 
1.00 	 1.10 	 1.5577 	 0.00245 	 0.09156 
1.10 	 1.20 	 1.0811 	 0.00193 	 0.06451 
1.20 	 1.30 	 0.7457 	 0.00152 	 0.04641 
1.30 	 1.40 	 0.5092 	 0.00120 	 0.03526 
1.40 	 1.50 	 0.3489 	 0.00095 	 0.03023 
1.50 	 1.60 	 0.2400 	 0.00075 	 0.02080 
1.60 	 1.70 	 0.1644 	 0.00060 	 0.01425 
1.70 	 1.80 	 0.1141 	 0.00048 	 0.00989 
1.80 	 1.90 	 0.0780 	 0.00039 	 0.00676 
1.90 	 2.00 	 0.0532 	 0.00031 	 0.00461 
