%proton  20-30%
0.40 	 0.45 	 3.8090 	 0.00386 	 0.46043 
0.45 	 0.50 	 3.5684 	 0.00361 	 0.34713 
0.50 	 0.55 	 3.2843 	 0.00334 	 0.28413 
0.55 	 0.60 	 3.0303 	 0.00311 	 0.24790 
0.60 	 0.65 	 2.8026 	 0.00292 	 0.22356 
0.65 	 0.70 	 2.5457 	 0.00269 	 0.20081 
0.70 	 0.75 	 2.3163 	 0.00249 	 0.18181 
0.75 	 0.80 	 2.1073 	 0.00230 	 0.16505 
0.60 	 0.70 	 2.7399 	 0.00255 	 0.21710 
0.70 	 0.80 	 2.2215 	 0.00211 	 0.17414 
0.80 	 0.90 	 1.7810 	 0.00177 	 0.13937 
0.90 	 1.00 	 1.4094 	 0.00149 	 0.11039 
1.00 	 1.10 	 1.1038 	 0.00126 	 0.08672 
1.10 	 1.20 	 0.8554 	 0.00106 	 0.06764 
1.20 	 1.30 	 0.6514 	 0.00089 	 0.05223 
1.30 	 1.40 	 0.4884 	 0.00075 	 0.04030 
1.40 	 1.50 	 0.3621 	 0.00062 	 0.03161 
1.50 	 1.60 	 0.2652 	 0.00051 	 0.02566 
1.60 	 1.70 	 0.1919 	 0.00042 	 0.02195 
1.70 	 1.80 	 0.1391 	 0.00035 	 0.01592 
1.80 	 1.90 	 0.1008 	 0.00029 	 0.01153 
1.90 	 2.00 	 0.0725 	 0.00024 	 0.00830 
