%pi+  5-10%
0.25 	 0.30 	 153.293 	 0.04615 	 10.52660 
0.30 	 0.35 	 116.378 	 0.03685 	 7.78436 
0.35 	 0.40 	 89.2622 	 0.03010 	 5.87190 
0.40 	 0.45 	 68.8385 	 0.02491 	 4.48151 
0.45 	 0.50 	 53.1217 	 0.02078 	 3.43619 
0.50 	 0.55 	 41.3377 	 0.01749 	 2.66345 
0.55 	 0.60 	 31.9460 	 0.01474 	 2.05343 
0.60 	 0.65 	 25.2260 	 0.01259 	 1.61917 
0.65 	 0.70 	 19.7191 	 0.01074 	 1.26468 
0.70 	 0.75 	 16.0822 	 0.00938 	 1.03101 
0.40 	 0.50 	 60.4476 	 0.02041 	 3.92112 
0.50 	 0.60 	 36.5603 	 0.01443 	 2.35248 
0.60 	 0.70 	 22.4259 	 0.01046 	 1.43876 
0.70 	 0.80 	 14.0024 	 0.00774 	 0.89757 
0.80 	 0.90 	 8.8380 	 0.00580 	 0.56666 
0.90 	 1.00 	 5.6265 	 0.00439 	 0.36129 
1.00 	 1.10 	 3.6443 	 0.00336 	 0.23496 
1.10 	 1.20 	 2.3748 	 0.00259 	 0.15469 
1.20 	 1.30 	 1.5625 	 0.00202 	 0.10437 
1.30 	 1.40 	 1.0372 	 0.00158 	 0.07343 
1.40 	 1.50 	 0.6906 	 0.00124 	 0.05527 
1.50 	 1.60 	 0.4649 	 0.00098 	 0.04632 
1.60 	 1.70 	 0.3152 	 0.00079 	 0.03140 
1.70 	 1.80 	 0.2165 	 0.00063 	 0.02156 
1.80 	 1.90 	 0.1493 	 0.00051 	 0.01487 
1.90 	 2.00 	 0.1035 	 0.00041 	 0.01031
