#: table_doi: 10.17182/hepdata.94313.v1/t84
#: name: AntiLambda pT spectrum, Au+Au 11.5 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau11_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5018,0.4,0.6,0.159,0.0089,-0.0089,0.0123,-0.0123
0.7005,0.6,0.8,0.1184,0.0043,-0.0043,0.0103,-0.0103
0.8994,0.8,1.0,0.09415,0.00308,-0.00308,0.00603,-0.00603
1.0982,1.0,1.2,0.06451,0.00206,-0.00206,0.00421,-0.00421
1.2972,1.2,1.4,0.03994,0.00145,-0.00145,0.00241,-0.00241
1.4962,1.4,1.6,0.0248,0.0009,-0.0009,0.00133,-0.00133
1.6945,1.6,1.8,0.012711,0.000562,-0.000562,0.00068,-0.00068
1.8942,1.8,2.0,0.005915,0.000328,-0.000328,0.000318,-0.000318
2.1366,2.0,2.3,0.002611,0.000143,-0.000143,0.000156,-0.000156
2.4361,2.3,2.6,0.0008118,6.62e-05,-6.62e-05,4.89e-05,-4.89e-05
2.7748,2.6,3.0,0.0002283,2.59e-05,-2.59e-05,1.35e-05,-1.35e-05
3.1744,3.0,3.4,3.68e-05,1.01e-05,-1.01e-05,2.4e-06,-2.4e-06
3.6098,3.4,3.9,9.68e-06,3.66e-06,-3.66e-06,6.1e-07,-6.1e-07

