#: table_doi: 10.17182/hepdata.94313.v1/t4
#: name: K0S pT spectrum, Au+Au 7.7 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau7_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3001,0.2,0.4,3.501,0.104,-0.104,0.095,-0.095
0.4961,0.4,0.6,1.991,0.0357,-0.0357,0.0696,-0.0696
0.6944,0.6,0.8,1.0036,0.0147,-0.0147,0.0308,-0.0308
0.8936,0.8,1.0,0.4499,0.0063,-0.0063,0.0148,-0.0148
1.0931,1.0,1.2,0.19388,0.00297,-0.00297,0.00707,-0.00707
1.2929,1.2,1.4,0.08037,0.0014,-0.0014,0.00225,-0.00225
1.4927,1.4,1.6,0.03463,0.00075,-0.00075,0.00128,-0.00128
1.6926,1.6,1.8,0.013551,0.000377,-0.000377,0.000526,-0.000526
1.8925,1.8,2.0,0.00508,0.000202,-0.000202,0.000274,-0.000274
2.1331,2.0,2.3,0.0017008,8.55e-05,-8.55e-05,7.66e-05,-7.66e-05
2.5038,2.3,2.8,0.0002726,2.51e-05,-2.51e-05,1.31e-05,-1.31e-05
3.062,2.8,3.5,2.437e-05,5.33e-06,-5.33e-06,1.76e-06,-1.76e-06

