#: table_doi: 10.17182/hepdata.94313.v1/t169
#: name: AntiXi+ pT spectrum, Au+Au 39 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig9_xibar_auau39_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiXi+ pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.7921,0.6,1.0,0.003583,9.7e-05,-9.7e-05,0.000209,-0.000209
1.1419,1.0,1.3,0.0015277,3.71e-05,-3.71e-05,9.6e-05,-9.6e-05
1.44,1.3,1.6,0.0005942,1.42e-05,-1.42e-05,4.33e-05,-4.33e-05
1.7387,1.6,1.9,0.0002366,6.1e-06,-6.1e-06,1.9e-05,-1.9e-05
2.0379,1.9,2.2,8.948e-05,2.82e-06,-2.82e-06,7.03e-06,-7.03e-06
2.3781,2.2,2.6,2.875e-05,1.05e-06,-1.05e-06,2.25e-06,-2.25e-06
2.8527,2.6,3.2,6.166e-06,3.2e-07,-3.2e-07,4.72e-07,-4.72e-07
3.5219,3.2,4.0,9.29e-07,9.14e-08,-9.14e-08,7.08e-08,-7.08e-08
4.3897,4.0,5.0,5.08e-08,1.7e-08,-1.7e-08,4e-09,-4e-09

