#: table_doi: 10.17182/hepdata.94313.v1/t18
#: name: K0S pT spectrum, Au+Au 19.6 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau19_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3001,0.2,0.4,5.296,0.072,-0.072,0.173,-0.173
0.4962,0.4,0.6,3.3497,0.0284,-0.0284,0.0694,-0.0694
0.6946,0.6,0.8,1.714,0.0117,-0.0117,0.0443,-0.0443
0.8939,0.8,1.0,0.8291,0.0054,-0.0054,0.0217,-0.0217
1.0936,1.0,1.2,0.37481,0.00256,-0.00256,0.00909,-0.00909
1.2935,1.2,1.4,0.17109,0.0013,-0.0013,0.00362,-0.00362
1.4935,1.4,1.6,0.0774,0.00067,-0.00067,0.00194,-0.00194
1.6935,1.6,1.8,0.0351,0.00035,-0.00035,0.00104,-0.00104
1.8936,1.8,2.0,0.016639,0.000194,-0.000194,0.000496,-0.000496
2.1357,2.0,2.3,0.006455,7.5e-05,-7.5e-05,0.000232,-0.000232
2.4359,2.3,2.6,0.0020968,3.36e-05,-3.36e-05,7.81e-05,-7.81e-05
2.7758,2.6,3.0,0.0006095,1.27e-05,-1.27e-05,2.24e-05,-2.24e-05
3.1765,3.0,3.4,0.00014347,5.36e-06,-5.36e-06,6.73e-06,-6.73e-06
3.6148,3.4,3.9,3.272e-05,2.01e-06,-2.01e-06,1.63e-06,-1.63e-06
4.1161,3.9,4.4,5.989e-06,8.08e-07,-8.08e-07,3.33e-07,-3.33e-07

