#: table_doi: 10.17182/hepdata.94313.v1/t48
#: name: Lambda pT spectrum, Au+Au 11.5 GeV, 5-10%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau11_cent5.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,5-10%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,3.16,0.083,-0.083,0.182,-0.182
0.6996,0.6,0.8,2.39,0.041,-0.041,0.168,-0.168
0.8981,0.8,1.0,1.6149,0.0237,-0.0237,0.07,-0.07
1.097,1.0,1.2,1.0158,0.0145,-0.0145,0.0534,-0.0534
1.2961,1.2,1.4,0.603,0.0088,-0.0088,0.0293,-0.0293
1.4955,1.4,1.6,0.3287,0.0049,-0.0049,0.0146,-0.0146
1.695,1.6,1.8,0.17843,0.00289,-0.00289,0.00803,-0.00803
1.8945,1.8,2.0,0.09249,0.0016,-0.0016,0.00412,-0.00412
2.1366,2.0,2.3,0.03512,0.00055,-0.00055,0.00187,-0.00187
2.4362,2.3,2.6,0.01215,0.000231,-0.000231,0.000628,-0.000628
2.775,2.6,3.0,0.003218,8.1e-05,-8.1e-05,0.00017,-0.00017
3.1745,3.0,3.4,0.0006865,3.13e-05,-3.13e-05,3.69e-05,-3.69e-05
3.61,3.4,3.9,0.0001238,1.12e-05,-1.12e-05,6.8e-06,-6.8e-06
4.1095,3.9,4.4,1.998e-05,3.95e-06,-3.95e-06,1.35e-06,-1.35e-06

