#: table_doi: 10.17182/hepdata.94313.v1/t77
#: name: AntiLambda pT spectrum, Au+Au 7.7 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau7_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.502,0.4,0.6,0.0492,0.00599,-0.00599,0.00547,-0.00547
0.7004,0.6,0.8,0.03347,0.00323,-0.00323,0.00413,-0.00413
0.8991,0.8,1.0,0.02604,0.00206,-0.00206,0.00251,-0.00251
1.098,1.0,1.2,0.01807,0.00134,-0.00134,0.00193,-0.00193
1.297,1.2,1.4,0.011909,0.000919,-0.000919,0.000906,-0.000906
1.4961,1.4,1.6,0.007714,0.000592,-0.000592,0.000502,-0.000502
1.6949,1.6,1.8,0.003442,0.000332,-0.000332,0.000239,-0.000239
1.9381,1.8,2.1,0.001763,0.000155,-0.000155,0.000109,-0.000109
2.2778,2.1,2.5,0.0004227,5.66e-05,-5.66e-05,3.01e-05,-3.01e-05
2.7144,2.5,3.0,8.02e-05,2.04e-05,-2.04e-05,5.7e-06,-5.7e-06

