#: table_doi: 10.17182/hepdata.94313.v1/t11
#: name: K0S pT spectrum, Au+Au 11.5 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau11_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3003,0.2,0.4,4.363,0.115,-0.115,0.15,-0.15
0.4964,0.4,0.6,2.5706,0.0409,-0.0409,0.0865,-0.0865
0.6948,0.6,0.8,1.3068,0.0168,-0.0168,0.0446,-0.0446
0.8939,0.8,1.0,0.6022,0.0074,-0.0074,0.0176,-0.0176
1.0935,1.0,1.2,0.27663,0.00365,-0.00365,0.0086,-0.0086
1.2932,1.2,1.4,0.11949,0.00173,-0.00173,0.00407,-0.00407
1.4931,1.4,1.6,0.0508,0.00083,-0.00083,0.00166,-0.00166
1.6932,1.6,1.8,0.021898,0.000411,-0.000411,0.000823,-0.000823
1.8931,1.8,2.0,0.010132,0.00023,-0.00023,0.000501,-0.000501
2.1345,2.0,2.3,0.003534,8.4e-05,-8.4e-05,0.000146,-0.000146
2.4344,2.3,2.6,0.0010172,3.73e-05,-3.73e-05,4.66e-05,-4.66e-05
2.7724,2.6,3.0,0.0002336,1.35e-05,-1.35e-05,1.14e-05,-1.14e-05
3.1723,3.0,3.4,4.913e-05,5.72e-06,-5.72e-06,2.66e-06,-2.66e-06
3.6071,3.4,3.9,6.44e-06,1.98e-06,-1.98e-06,4e-07,-4e-07

