#: table_doi: 10.17182/hepdata.94313.v1/t71
#: name: AntiLambda pT spectrum, Au+Au 7.7 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau7_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4993,0.4,0.6,0.003136,0.000608,-0.000608,0.000381,-0.000381
0.6971,0.6,0.8,0.001966,0.000267,-0.000267,0.000144,-0.000144
0.8957,0.8,1.0,0.00104,0.000136,-0.000136,7.7e-05,-7.7e-05
1.0946,1.0,1.2,0.0004554,6.84e-05,-6.84e-05,3.55e-05,-3.55e-05
1.2938,1.2,1.4,0.0002448,4.05e-05,-4.05e-05,2.78e-05,-2.78e-05
1.4933,1.4,1.6,0.0001196,2.53e-05,-2.53e-05,1.42e-05,-1.42e-05
1.6929,1.6,1.8,5.01e-05,1.25e-05,-1.25e-05,5.1e-06,-5.1e-06
1.9334,1.8,2.1,8.75e-06,5.16e-06,-5.16e-06,1.11e-06,-1.11e-06
2.2695,2.1,2.5,2.48e-06,1.44e-06,-1.44e-06,3e-07,-3e-07

