#: table_doi: 10.17182/hepdata.94313.v1/t190
#: name: AntiLambda <mT>-m0, Au+Au 39 GeV
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig13_lambdabar_auau39.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda <mT>-m0
#: keyword cmenergies: 39
#: particles,AntiLambda
<Npart>,<mT>-m0 [GeV^2/c^2],stat +,stat -,sys +,sys -
20.0,0.2558,0.001,-0.001,0.0064,-0.0064
59.2,0.3103,0.0008,-0.0008,0.0041,-0.0041
111.4,0.3494,0.0009,-0.0009,0.0039,-0.0039
162.4,0.3747,0.0007,-0.0007,0.0057,-0.0057
229.8,0.3916,0.0007,-0.0007,0.0064,-0.0064
293.9,0.4035,0.0009,-0.0009,0.0061,-0.0061
341.7,0.4161,0.001,-0.001,0.0068,-0.0068

