#: table_doi: 10.17182/hepdata.94313.v1/t73
#: name: AntiLambda pT spectrum, Au+Au 7.7 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau7_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,0.02005,0.00229,-0.00229,0.00197,-0.00197
0.6995,0.6,0.8,0.01459,0.00104,-0.00104,0.00099,-0.00099
0.8979,0.8,1.0,0.008946,0.000593,-0.000593,0.00054,-0.00054
1.0965,1.0,1.2,0.005701,0.000369,-0.000369,0.00042,-0.00042
1.2955,1.2,1.4,0.003113,0.000235,-0.000235,0.000158,-0.000158
1.4947,1.4,1.6,0.001553,0.000139,-0.000139,7.5e-05,-7.5e-05
1.6939,1.6,1.8,0.0007846,8.38e-05,-8.38e-05,3.88e-05,-3.88e-05
1.9355,1.8,2.1,0.0002874,3.72e-05,-3.72e-05,1.59e-05,-1.59e-05
2.2733,2.1,2.5,4.95e-05,1.35e-05,-1.35e-05,2.8e-06,-2.8e-06
2.7073,2.5,3.0,6.95e-06,4.37e-06,-4.37e-06,4.5e-07,-4.5e-07

