#: table_doi: 10.17182/hepdata.94313.v1/t16
#: name: K0S pT spectrum, Au+Au 19.6 GeV, 40-60%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau19_cent1.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,40-60%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.2998,0.2,0.4,1.7948,0.0325,-0.0325,0.0708,-0.0708
0.4959,0.4,0.6,1.0143,0.0112,-0.0112,0.0233,-0.0233
0.6943,0.6,0.8,0.492,0.0044,-0.0044,0.0102,-0.0102
0.8936,0.8,1.0,0.22584,0.00196,-0.00196,0.00643,-0.00643
1.0933,1.0,1.2,0.09869,0.0009,-0.0009,0.00261,-0.00261
1.2932,1.2,1.4,0.04335,0.00044,-0.00044,0.00112,-0.00112
1.4932,1.4,1.6,0.019158,0.000217,-0.000217,0.000655,-0.000655
1.6932,1.6,1.8,0.008808,0.000116,-0.000116,0.000283,-0.000283
1.8933,1.8,2.0,0.003911,5.8e-05,-5.8e-05,0.000255,-0.000255
2.1353,2.0,2.3,0.0015082,2.25e-05,-2.25e-05,5.62e-05,-5.62e-05
2.4357,2.3,2.6,0.000497,1.02e-05,-1.02e-05,1.92e-05,-1.92e-05
2.7755,2.6,3.0,0.00013693,3.71e-06,-3.71e-06,6.12e-06,-6.12e-06
3.1764,3.0,3.4,3.013e-05,1.52e-06,-1.52e-06,1.37e-06,-1.37e-06
3.6148,3.4,3.9,6.878e-06,5.76e-07,-5.76e-07,4.1e-07,-4.1e-07
4.1163,3.9,4.4,1.67e-06,2.52e-07,-2.52e-07,1.09e-07,-1.09e-07

