#: table_doi: 10.17182/hepdata.94313.v1/t98
#: name: AntiLambda pT spectrum, Au+Au 27 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau27_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5018,0.4,0.6,0.5863,0.0113,-0.0113,0.0347,-0.0347
0.7004,0.6,0.8,0.4829,0.0059,-0.0059,0.0244,-0.0244
0.8993,0.8,1.0,0.3774,0.0038,-0.0038,0.0177,-0.0177
1.0982,1.0,1.2,0.2699,0.0026,-0.0026,0.0129,-0.0129
1.2974,1.2,1.4,0.17629,0.0018,-0.0018,0.00564,-0.00564
1.4966,1.4,1.6,0.10606,0.00114,-0.00114,0.00393,-0.00393
1.6959,1.6,1.8,0.06038,0.00068,-0.00068,0.00276,-0.00276
1.8954,1.8,2.0,0.03307,0.00041,-0.00041,0.00191,-0.00191
2.1372,2.0,2.3,0.014995,0.000167,-0.000167,0.000618,-0.000618
2.437,2.3,2.6,0.005559,7.8e-05,-7.8e-05,0.000285,-0.000285
2.7771,2.6,3.0,0.0016825,3.23e-05,-3.23e-05,7.45e-05,-7.45e-05
3.1773,3.0,3.4,0.0004186,1.3e-05,-1.3e-05,1.9e-05,-1.9e-05
3.6154,3.4,3.9,8.38e-05,4.94e-06,-4.94e-06,4.04e-06,-4.04e-06
4.1162,3.9,4.4,1.513e-05,1.9e-06,-1.9e-06,8.9e-07,-8.9e-07
4.6531,4.4,5.0,2.916e-06,7.64e-07,-7.64e-07,2.02e-07,-2.02e-07

