#: table_doi: 10.17182/hepdata.94313.v1/t101
#: name: AntiLambda pT spectrum, Au+Au 39 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau39_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5011,0.4,0.6,0.3314,0.0053,-0.0053,0.0184,-0.0184
0.6992,0.6,0.8,0.2373,0.00249,-0.00249,0.00932,-0.00932
0.8979,0.8,1.0,0.16717,0.00152,-0.00152,0.00617,-0.00617
1.097,1.0,1.2,0.10654,0.00093,-0.00093,0.00502,-0.00502
1.2963,1.2,1.4,0.06689,0.00059,-0.00059,0.0036,-0.0036
1.4958,1.4,1.6,0.0375,0.00034,-0.00034,0.00141,-0.00141
1.6954,1.6,1.8,0.020473,0.000198,-0.000198,0.000992,-0.000992
1.895,1.8,2.0,0.010679,0.00011,-0.00011,0.000581,-0.000581
2.1373,2.0,2.3,0.005033,4.6e-05,-4.6e-05,0.000256,-0.000256
2.4373,2.3,2.6,0.001833,2e-05,-2e-05,0.000124,-0.000124
2.7777,2.6,3.0,0.0005809,7e-06,-7e-06,3e-05,-3e-05
3.178,3.0,3.4,0.00015365,2.87e-06,-2.87e-06,8.38e-06,-8.38e-06
3.6168,3.4,3.9,3.755e-05,1.08e-06,-1.08e-06,2.18e-06,-2.18e-06
4.1178,3.9,4.4,7.697e-06,4.43e-07,-4.43e-07,4.24e-07,-4.24e-07
4.6557,4.4,5.0,1.174e-06,1.52e-07,-1.52e-07,8e-08,-8e-08
5.3873,5.0,6.0,1.102e-07,4.94e-08,-4.94e-08,9.5e-09,-9.5e-09

