#: table_doi: 10.17182/hepdata.94313.v1/t248
#: name: K0S dN/dy, Au+Au 39 GeV
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig17_k0s_auau39.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S dN/dy
#: keyword cmenergies: 39
#: particles,K0S
<Npart>,dN/dy,stat +,stat -,sys +,sys -
20.0,0.902,0.005,-0.005,0.037,-0.037
59.2,3.344,0.011,-0.011,0.093,-0.093
111.4,6.98,0.02,-0.02,0.25,-0.25
162.4,10.64,0.03,-0.03,0.37,-0.37
229.8,15.65,0.03,-0.03,0.66,-0.66
293.9,20.5,0.1,-0.1,1.2,-1.2
341.7,24.9,0.1,-0.1,1.7,-1.7

