#: table_doi: 10.17182/hepdata.94313.v1/t12
#: name: K0S pT spectrum, Au+Au 11.5 GeV, 10-20%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau11_cent4.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,10-20%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3003,0.2,0.4,6.104,0.129,-0.129,0.209,-0.209
0.4965,0.4,0.6,3.882,0.051,-0.051,0.131,-0.131
0.6948,0.6,0.8,1.9842,0.0207,-0.0207,0.0674,-0.0674
0.894,0.8,1.0,0.9394,0.0095,-0.0095,0.0275,-0.0275
1.0936,1.0,1.2,0.4253,0.0045,-0.0045,0.0132,-0.0132
1.2933,1.2,1.4,0.18765,0.0022,-0.0022,0.0064,-0.0064
1.4932,1.4,1.6,0.0802,0.00107,-0.00107,0.00262,-0.00262
1.6933,1.6,1.8,0.03524,0.00055,-0.00055,0.00132,-0.00132
1.8932,1.8,2.0,0.015138,0.00029,-0.00029,0.000748,-0.000748
2.1347,2.0,2.3,0.005639,0.000117,-0.000117,0.000233,-0.000233
2.4346,2.3,2.6,0.0016793,5.32e-05,-5.32e-05,7.68e-05,-7.68e-05
2.7726,2.6,3.0,0.0004177,2.02e-05,-2.02e-05,2.03e-05,-2.03e-05
3.1725,3.0,3.4,7.828e-05,8.05e-06,-8.05e-06,4.23e-06,-4.23e-06
3.6074,3.4,3.9,1.204e-05,2.85e-06,-2.85e-06,7.5e-07,-7.5e-07

