#: table_doi: 10.17182/hepdata.94313.v1/t89
#: name: AntiLambda pT spectrum, Au+Au 19.6 GeV, 10-20%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau19_cent4.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,10-20%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5018,0.4,0.6,0.3158,0.0053,-0.0053,0.0161,-0.0161
0.7001,0.6,0.8,0.2315,0.0025,-0.0025,0.0115,-0.0115
0.8987,0.8,1.0,0.16954,0.00157,-0.00157,0.00689,-0.00689
1.0976,1.0,1.2,0.11625,0.00107,-0.00107,0.00477,-0.00477
1.2967,1.2,1.4,0.07144,0.00069,-0.00069,0.00331,-0.00331
1.496,1.4,1.6,0.04069,0.00044,-0.00044,0.00169,-0.00169
1.6954,1.6,1.8,0.022301,0.000265,-0.000265,0.000962,-0.000962
1.895,1.8,2.0,0.011847,0.000159,-0.000159,0.000485,-0.000485
2.1366,2.0,2.3,0.005074,6.4e-05,-6.4e-05,0.000242,-0.000242
2.4365,2.3,2.6,0.0018015,3.33e-05,-3.33e-05,7.27e-05,-7.27e-05
2.7762,2.6,3.0,0.0005213,1.27e-05,-1.27e-05,2.15e-05,-2.15e-05
3.1765,3.0,3.4,0.00012158,5.32e-06,-5.32e-06,5.17e-06,-5.17e-06
3.649,3.4,4.0,2.132e-05,1.64e-06,-1.64e-06,1.03e-06,-1.03e-06
4.3144,4.0,4.8,1.359e-06,3.78e-07,-3.78e-07,8.1e-08,-8.1e-08

