#: table_doi: 10.17182/hepdata.94313.v1/t75
#: name: AntiLambda pT spectrum, Au+Au 7.7 GeV, 10-20%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau7_cent4.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,10-20%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.502,0.4,0.6,0.03176,0.00298,-0.00298,0.00304,-0.00304
0.7004,0.6,0.8,0.02454,0.00159,-0.00159,0.00197,-0.00197
0.8988,0.8,1.0,0.01888,0.00102,-0.00102,0.00119,-0.00119
1.0976,1.0,1.2,0.012418,0.00067,-0.00067,0.000809,-0.000809
1.2964,1.2,1.4,0.00799,0.00044,-0.00044,0.000477,-0.000477
1.4955,1.4,1.6,0.003794,0.000264,-0.000264,0.000221,-0.000221
1.6943,1.6,1.8,0.002219,0.000156,-0.000156,0.000117,-0.000117
1.9367,1.8,2.1,0.0008229,6.77e-05,-6.77e-05,4.27e-05,-4.27e-05
2.2753,2.1,2.5,0.0001787,2.48e-05,-2.48e-05,1.2e-05,-1.2e-05
2.7104,2.5,3.0,2.62e-05,8.1e-06,-8.1e-06,1.76e-06,-1.76e-06

