#: table_doi: 10.17182/hepdata.94313.v1/t43
#: name: Lambda pT spectrum, Au+Au 11.5 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau11_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4993,0.4,0.6,0.1344,0.005,-0.005,0.0153,-0.0153
0.6972,0.6,0.8,0.07456,0.00181,-0.00181,0.0051,-0.0051
0.8958,0.8,1.0,0.04155,0.00093,-0.00093,0.00283,-0.00283
1.0949,1.0,1.2,0.02073,0.00046,-0.00046,0.00144,-0.00144
1.2942,1.2,1.4,0.01046,0.00025,-0.00025,0.00107,-0.00107
1.4937,1.4,1.6,0.004682,0.000121,-0.000121,0.000509,-0.000509
1.6934,1.6,1.8,0.002105,6.2e-05,-6.2e-05,0.000187,-0.000187
1.8931,1.8,2.0,0.000893,3.1e-05,-3.1e-05,0.000104,-0.000104
2.1342,2.0,2.3,0.0003231,1.28e-05,-1.28e-05,3.63e-05,-3.63e-05
2.4337,2.3,2.6,9.004e-05,5.87e-06,-5.87e-06,9.3e-06,-9.3e-06
2.7706,2.6,3.0,1.738e-05,1.97e-06,-1.97e-06,1.78e-06,-1.78e-06
3.17,3.0,3.4,3.31e-06,7.46e-07,-7.46e-07,3.4e-07,-3.4e-07
3.6032,3.4,3.9,4.85e-07,2.22e-07,-2.22e-07,5e-08,-5e-08

