#: table_doi: 10.17182/hepdata.94313.v1/t79
#: name: AntiLambda pT spectrum, Au+Au 11.5 GeV, 40-60%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau11_cent1.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,40-60%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4998,0.4,0.6,0.04848,0.00197,-0.00197,0.00406,-0.00406
0.6979,0.6,0.8,0.02733,0.0008,-0.0008,0.00153,-0.00153
0.8965,0.8,1.0,0.016467,0.000426,-0.000426,0.000753,-0.000753
1.0955,1.0,1.2,0.009143,0.000238,-0.000238,0.000526,-0.000526
1.2948,1.2,1.4,0.004849,0.00014,-0.00014,0.000173,-0.000173
1.4943,1.4,1.6,0.0022199,7.52e-05,-7.52e-05,7.04e-05,-7.04e-05
1.694,1.6,1.8,0.0010177,4.32e-05,-4.32e-05,3.76e-05,-3.76e-05
1.8937,1.8,2.0,0.0004924,2.53e-05,-2.53e-05,2.13e-05,-2.13e-05
2.1353,2.0,2.3,0.0001955,1.03e-05,-1.03e-05,7.5e-06,-7.5e-06
2.4349,2.3,2.6,5.107e-05,4.69e-06,-4.69e-06,2.32e-06,-2.32e-06
2.7727,2.6,3.0,1.238e-05,1.82e-06,-1.82e-06,5.4e-07,-5.4e-07
3.1722,3.0,3.4,1.628e-06,8.65e-07,-8.65e-07,7.5e-08,-7.5e-08
3.6064,3.4,3.9,5.07e-07,2.58e-07,-2.58e-07,2.5e-08,-2.5e-08

