#: table_doi: 10.17182/hepdata.94313.v1/t87
#: name: AntiLambda pT spectrum, Au+Au 19.6 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau19_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5012,0.4,0.6,0.17266,0.00364,-0.00364,0.00841,-0.00841
0.6992,0.6,0.8,0.12503,0.00173,-0.00173,0.00399,-0.00399
0.8979,0.8,1.0,0.08473,0.00101,-0.00101,0.00317,-0.00317
1.0968,1.0,1.2,0.05276,0.00062,-0.00062,0.00224,-0.00224
1.2959,1.2,1.4,0.03049,0.00038,-0.00038,0.00141,-0.00141
1.4953,1.4,1.6,0.016576,0.000222,-0.000222,0.000599,-0.000599
1.6948,1.6,1.8,0.008397,0.000126,-0.000126,0.000489,-0.000489
1.8945,1.8,2.0,0.004267,7.4e-05,-7.4e-05,0.000151,-0.000151
2.1358,2.0,2.3,0.0017847,3.14e-05,-3.14e-05,9.1e-05,-9.1e-05
2.4358,2.3,2.6,0.0005788,1.45e-05,-1.45e-05,2.56e-05,-2.56e-05
2.7752,2.6,3.0,0.00016735,5.96e-06,-5.96e-06,7.8e-06,-7.8e-06
3.1757,3.0,3.4,3.775e-05,2.53e-06,-2.53e-06,1.75e-06,-1.75e-06
3.6481,3.4,4.0,5.803e-06,7.8e-07,-7.8e-07,2.93e-07,-2.93e-07
4.3141,4.0,4.8,2.52e-07,1.99e-07,-1.99e-07,1.5e-08,-1.5e-08

