#: table_doi: 10.17182/hepdata.94313.v1/t104
#: name: AntiLambda pT spectrum, Au+Au 39 GeV, 5-10%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau39_cent5.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,5-10%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.502,0.4,0.6,0.7187,0.0124,-0.0124,0.0546,-0.0546
0.7003,0.6,0.8,0.5748,0.0062,-0.0062,0.0484,-0.0484
0.8991,0.8,1.0,0.4441,0.0041,-0.0041,0.0355,-0.0355
1.098,1.0,1.2,0.3132,0.0028,-0.0028,0.024,-0.024
1.2972,1.2,1.4,0.2035,0.0018,-0.0018,0.0148,-0.0148
1.4965,1.4,1.6,0.12293,0.00111,-0.00111,0.00965,-0.00965
1.6959,1.6,1.8,0.06995,0.00067,-0.00067,0.00518,-0.00518
1.8955,1.8,2.0,0.03881,0.0004,-0.0004,0.0025,-0.0025
2.1376,2.0,2.3,0.01841,0.00016,-0.00016,0.00143,-0.00143
2.4374,2.3,2.6,0.006893,7.2e-05,-7.2e-05,0.000475,-0.000475
2.7777,2.6,3.0,0.002177,2.8e-05,-2.8e-05,0.000156,-0.000156
3.1779,3.0,3.4,0.0005489,1.13e-05,-1.13e-05,3.99e-05,-3.99e-05
3.6163,3.4,3.9,0.00013172,4.13e-06,-4.13e-06,9.43e-06,-9.43e-06
4.117,3.9,4.4,2.477e-05,1.67e-06,-1.67e-06,2.06e-06,-2.06e-06
4.6542,4.4,5.0,4.181e-06,6.59e-07,-6.59e-07,3.38e-07,-3.38e-07
5.3827,5.0,6.0,5.08e-07,1.59e-07,-1.59e-07,5.5e-08,-5.5e-08

