#: table_doi: 10.17182/hepdata.94313.v1/t8
#: name: K0S pT spectrum, Au+Au 11.5 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau11_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.2998,0.2,0.4,0.3705,0.0149,-0.0149,0.0128,-0.0128
0.4957,0.4,0.6,0.19992,0.00505,-0.00505,0.00672,-0.00672
0.6939,0.6,0.8,0.0878,0.00182,-0.00182,0.00299,-0.00299
0.893,0.8,1.0,0.03715,0.00076,-0.00076,0.0011,-0.0011
1.0925,1.0,1.2,0.014703,0.000324,-0.000324,0.000454,-0.000454
1.2923,1.2,1.4,0.005888,0.000153,-0.000153,0.0002,-0.0002
1.4921,1.4,1.6,0.0022621,7.01e-05,-7.01e-05,7.39e-05,-7.39e-05
1.6925,1.6,1.8,0.0009343,3.64e-05,-3.64e-05,3.51e-05,-3.51e-05
1.8924,1.8,2.0,0.0003755,1.97e-05,-1.97e-05,1.85e-05,-1.85e-05
2.1329,2.0,2.3,0.00011719,7.63e-06,-7.63e-06,4.84e-06,-4.84e-06
2.4327,2.3,2.6,2.915e-05,3.3e-06,-3.3e-06,1.33e-06,-1.33e-06
2.7695,2.6,3.0,6.12e-06,1.31e-06,-1.31e-06,3e-07,-3e-07
3.1694,3.0,3.4,9.71e-07,4.35e-07,-4.35e-07,5.3e-08,-5.3e-08

