#: table_doi: 10.17182/hepdata.94313.v1/t224
#: name: K0S dN/dy, Au+Au 11.5 GeV
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig17_k0s_auau11.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S dN/dy
#: keyword cmenergies: 11.5
#: particles,K0S
<Npart>,dN/dy,stat +,stat -,sys +,sys -
20.1,0.49,0.007,-0.007,0.018,-0.018
58.5,1.957,0.021,-0.021,0.07,-0.07
110.0,4.26,0.05,-0.05,0.15,-0.15
159.6,6.56,0.05,-0.05,0.22,-0.22
226.0,9.72,0.06,-0.06,0.34,-0.34
290.6,12.76,0.1,-0.1,0.46,-0.46
338.2,15.93,0.12,-0.12,0.58,-0.58

