#: table_doi: 10.17182/hepdata.94313.v1/t35
#: name: K0S pT spectrum, Au+Au 39 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau39_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3006,0.2,0.4,13.86,0.13,-0.13,1.11,-1.11
0.4968,0.4,0.6,9.292,0.051,-0.051,0.635,-0.635
0.6953,0.6,0.8,5.23,0.023,-0.023,0.337,-0.337
0.8945,0.8,1.0,2.675,0.011,-0.011,0.143,-0.143
1.0942,1.0,1.2,1.3158,0.0059,-0.0059,0.0756,-0.0756
1.294,1.2,1.4,0.6195,0.003,-0.003,0.0322,-0.0322
1.4939,1.4,1.6,0.2955,0.0016,-0.0016,0.0176,-0.0176
1.6939,1.6,1.8,0.14229,0.00092,-0.00092,0.00759,-0.00759
1.894,1.8,2.0,0.06796,0.00051,-0.00051,0.00355,-0.00355
2.1364,2.0,2.3,0.0285,0.00022,-0.00022,0.00153,-0.00153
2.4364,2.3,2.6,0.009643,0.000102,-0.000102,0.000528,-0.000528
2.7771,2.6,3.0,0.00304,4e-05,-4e-05,0.000204,-0.000204
3.1783,3.0,3.4,0.0008373,1.64e-05,-1.64e-05,5.64e-05,-5.64e-05
3.6181,3.4,3.9,0.0002263,6.6e-06,-6.6e-06,1.58e-05,-1.58e-05
4.12,3.9,4.4,5.127e-05,2.89e-06,-2.89e-06,3.73e-06,-3.73e-06
4.6597,4.4,5.0,1.094e-05,1.22e-06,-1.22e-06,8.5e-07,-8.5e-07
5.3998,5.0,6.0,1.816e-06,3.79e-07,-3.79e-07,1.67e-07,-1.67e-07

