#: table_doi: 10.17182/hepdata.94313.v1/t102
#: name: AntiLambda pT spectrum, Au+Au 39 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau39_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,0.4349,0.006,-0.006,0.0227,-0.0227
0.6998,0.6,0.8,0.3371,0.003,-0.003,0.0166,-0.0166
0.8985,0.8,1.0,0.2459,0.0019,-0.0019,0.0111,-0.0111
1.0975,1.0,1.2,0.16469,0.0012,-0.0012,0.00748,-0.00748
1.2967,1.2,1.4,0.10406,0.00077,-0.00077,0.0048,-0.0048
1.4961,1.4,1.6,0.06094,0.00047,-0.00047,0.00298,-0.00298
1.6956,1.6,1.8,0.03408,0.00028,-0.00028,0.00129,-0.00129
1.8952,1.8,2.0,0.01824,0.00016,-0.00016,0.00103,-0.00103
2.1376,2.0,2.3,0.008396,6.3e-05,-6.3e-05,0.000392,-0.000392
2.4375,2.3,2.6,0.003141,2.8e-05,-2.8e-05,0.000198,-0.000198
2.7779,2.6,3.0,0.0010214,1.03e-05,-1.03e-05,5.05e-05,-5.05e-05
3.1781,3.0,3.4,0.0002581,4.1e-06,-4.1e-06,1.32e-05,-1.32e-05
3.6166,3.4,3.9,6.125e-05,1.5e-06,-1.5e-06,3.26e-06,-3.26e-06
4.1173,3.9,4.4,1.2369e-05,6.34e-07,-6.34e-07,7.11e-07,-7.11e-07
4.6545,4.4,5.0,2.078e-06,2.16e-07,-2.16e-07,1.37e-07,-1.37e-07
5.3834,5.0,6.0,1.951e-07,5.71e-08,-5.71e-08,1.67e-08,-1.67e-08

