#: table_doi: 10.17182/hepdata.94313.v1/t105
#: name: AntiLambda pT spectrum, Au+Au 39 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau39_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5018,0.4,0.6,0.812,0.014,-0.014,0.1,-0.1
0.7004,0.6,0.8,0.6522,0.0073,-0.0073,0.0649,-0.0649
0.8993,0.8,1.0,0.5133,0.0048,-0.0048,0.0473,-0.0473
1.0983,1.0,1.2,0.3731,0.0033,-0.0033,0.0323,-0.0323
1.2975,1.2,1.4,0.2486,0.0022,-0.0022,0.0226,-0.0226
1.4967,1.4,1.6,0.153,0.0014,-0.0014,0.0121,-0.0121
1.6961,1.6,1.8,0.08873,0.00081,-0.00081,0.00771,-0.00771
1.8956,1.8,2.0,0.04845,0.00048,-0.00048,0.00406,-0.00406
2.1376,2.0,2.3,0.0226,0.00019,-0.00019,0.00185,-0.00185
2.4374,2.3,2.6,0.008365,8.6e-05,-8.6e-05,0.00063,-0.00063
2.7777,2.6,3.0,0.002644,3.3e-05,-3.3e-05,0.000212,-0.000212
3.1779,3.0,3.4,0.0007412,1.47e-05,-1.47e-05,5.96e-05,-5.96e-05
3.6164,3.4,3.9,0.0001529,5.1e-06,-5.1e-06,1.25e-05,-1.25e-05
4.1171,3.9,4.4,2.869e-05,2.06e-06,-2.06e-06,2.56e-06,-2.56e-06
4.6543,4.4,5.0,4.296e-06,7.79e-07,-7.79e-07,3.99e-07,-3.99e-07
5.3829,5.0,6.0,4.38e-07,1.73e-07,-1.73e-07,4.7e-08,-4.7e-08

