0.443	0.5493	0.6521	0.8018	0.9498	1.1442	1.4834
0.15302	0.16665	0.15075	0.082144	0.05691	0.025581	0.011018
0.049609	0.042684	0.031283	0.015847	0.012363	0.0050547	0.0028621
