#: table_doi: 10.17182/hepdata.94313.v1/t174
#: name: AntiXi+ pT spectrum, Au+Au 39 GeV, 5-10%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig9_xibar_auau39_cent5.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiXi+ pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,5-10%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.8014,0.6,1.0,0.09,0.0019,-0.0019,0.0135,-0.0135
1.1469,1.0,1.3,0.05607,0.0009,-0.0009,0.00555,-0.00555
1.4442,1.3,1.6,0.03076,0.00045,-0.00045,0.00289,-0.00289
1.7422,1.6,1.9,0.01519,0.00023,-0.00023,0.00131,-0.00131
2.0406,1.9,2.2,0.006593,0.000107,-0.000107,0.000541,-0.000541
2.3804,2.2,2.6,0.002445,4.1e-05,-4.1e-05,0.000282,-0.000282
2.855,2.6,3.2,0.0005499,1.33e-05,-1.33e-05,5.32e-05,-5.32e-05
3.5201,3.2,4.0,6.267e-05,3.31e-06,-3.31e-06,6.08e-06,-6.08e-06
4.378,4.0,5.0,4.316e-06,6.89e-07,-6.89e-07,4.24e-07,-4.24e-07

