#: table_doi: 10.17182/hepdata.94313.v1/t85
#: name: AntiLambda pT spectrum, Au+Au 19.6 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau19_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4993,0.4,0.6,0.0369,0.00096,-0.00096,0.00229,-0.00229
0.6972,0.6,0.8,0.02168,0.0004,-0.0004,0.00131,-0.00131
0.8959,0.8,1.0,0.011899,0.000203,-0.000203,0.000862,-0.000862
1.0949,1.0,1.2,0.005774,0.000101,-0.000101,0.000388,-0.000388
1.2942,1.2,1.4,0.002914,5.7e-05,-5.7e-05,0.00024,-0.00024
1.4937,1.4,1.6,0.001393,3.2e-05,-3.2e-05,0.000165,-0.000165
1.6934,1.6,1.8,0.0006149,1.74e-05,-1.74e-05,5.78e-05,-5.78e-05
1.8931,1.8,2.0,0.0002666,9.7e-06,-9.7e-06,2.14e-05,-2.14e-05
2.1348,2.0,2.3,0.0001024,4.1e-06,-4.1e-06,1.2e-05,-1.2e-05
2.4349,2.3,2.6,3.386e-05,2.1e-06,-2.1e-06,3.12e-06,-3.12e-06
2.7737,2.6,3.0,8.106e-06,8.49e-07,-8.49e-07,7.52e-07,-7.52e-07
3.1743,3.0,3.4,1.316e-06,3.41e-07,-3.41e-07,1.26e-07,-1.26e-07
3.6454,3.4,4.0,2.25e-07,1.07e-07,-1.07e-07,2.3e-08,-2.3e-08

