#: table_doi: 10.17182/hepdata.94313.v1/t17
#: name: K0S pT spectrum, Au+Au 19.6 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau19_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3,0.2,0.4,3.577,0.061,-0.061,0.122,-0.122
0.4962,0.4,0.6,2.1248,0.0224,-0.0224,0.0484,-0.0484
0.6946,0.6,0.8,1.0797,0.0093,-0.0093,0.0271,-0.0271
0.8938,0.8,1.0,0.5048,0.0041,-0.0041,0.0136,-0.0136
1.0936,1.0,1.2,0.23238,0.00202,-0.00202,0.00653,-0.00653
1.2934,1.2,1.4,0.10396,0.001,-0.001,0.00314,-0.00314
1.4934,1.4,1.6,0.04763,0.00052,-0.00052,0.00129,-0.00129
1.6934,1.6,1.8,0.021227,0.000263,-0.000263,0.000686,-0.000686
1.8935,1.8,2.0,0.009695,0.000138,-0.000138,0.000341,-0.000341
2.1356,2.0,2.3,0.003843,5.4e-05,-5.4e-05,0.000159,-0.000159
2.4359,2.3,2.6,0.0012544,2.41e-05,-2.41e-05,4.62e-05,-4.62e-05
2.7757,2.6,3.0,0.0003407,8.8e-06,-8.8e-06,1.75e-05,-1.75e-05
3.1764,3.0,3.4,8.569e-05,3.85e-06,-3.85e-06,3.97e-06,-3.97e-06
3.6146,3.4,3.9,1.844e-05,1.43e-06,-1.43e-06,1e-06,-1e-06
4.1159,3.9,4.4,3.579e-06,5.62e-07,-5.62e-07,2.03e-07,-2.03e-07

