#: table_doi: 10.17182/hepdata.94313.v1/t168
#: name: AntiXi+ pT spectrum, Au+Au 27 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig9_xibar_auau27_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiXi+ pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.8008,0.6,1.0,0.08967,0.00241,-0.00241,0.00453,-0.00453
1.1464,1.0,1.3,0.05031,0.00096,-0.00096,0.00255,-0.00255
1.4438,1.3,1.6,0.02918,0.00051,-0.00051,0.00148,-0.00148
1.7417,1.6,1.9,0.013657,0.000252,-0.000252,0.000722,-0.000722
2.0403,1.9,2.2,0.005994,0.000128,-0.000128,0.000299,-0.000299
2.3795,2.2,2.6,0.002132,5.2e-05,-5.2e-05,0.000109,-0.000109
2.853,2.6,3.2,0.0004455,1.77e-05,-1.77e-05,2.31e-05,-2.31e-05
3.5168,3.2,4.0,4.47e-05,4.25e-06,-4.25e-06,2.41e-06,-2.41e-06
4.3735,4.0,5.0,3.493e-06,8.9e-07,-8.9e-07,1.93e-07,-1.93e-07

