#: table_doi: 10.17182/hepdata.94313.v1/t165
#: name: AntiXi+ pT spectrum, Au+Au 27 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig9_xibar_auau27_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiXi+ pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.7979,0.6,1.0,0.04001,0.00075,-0.00075,0.00194,-0.00194
1.1449,1.0,1.3,0.020965,0.000309,-0.000309,0.000884,-0.000884
1.4425,1.3,1.6,0.010916,0.000152,-0.000152,0.000429,-0.000429
1.7408,1.6,1.9,0.004824,6.9e-05,-6.9e-05,0.000201,-0.000201
2.0396,1.9,2.2,0.002067,3.35e-05,-3.35e-05,9.54e-05,-9.54e-05
2.3797,2.2,2.6,0.0006888,1.29e-05,-1.29e-05,4.12e-05,-4.12e-05
2.8534,2.6,3.2,0.00015719,4.35e-06,-4.35e-06,7.41e-06,-7.41e-06
3.5175,3.2,4.0,1.721e-05,1.06e-06,-1.06e-06,8.4e-07,-8.4e-07
4.3745,4.0,5.0,8.67e-07,1.94e-07,-1.94e-07,4.5e-08,-4.5e-08

