#: table_doi: 10.17182/hepdata.94313.v1/t10
#: name: K0S pT spectrum, Au+Au 11.5 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau11_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3002,0.2,0.4,3.084,0.101,-0.101,0.106,-0.106
0.4963,0.4,0.6,1.6203,0.0312,-0.0312,0.0544,-0.0544
0.6946,0.6,0.8,0.8107,0.0127,-0.0127,0.0276,-0.0276
0.8938,0.8,1.0,0.3675,0.0055,-0.0055,0.0108,-0.0108
1.0934,1.0,1.2,0.16325,0.00258,-0.00258,0.00504,-0.00504
1.2931,1.2,1.4,0.07168,0.00126,-0.00126,0.00243,-0.00243
1.4929,1.4,1.6,0.03005,0.0006,-0.0006,0.001,-0.001
1.6931,1.6,1.8,0.01268,0.000298,-0.000298,0.000483,-0.000483
1.893,1.8,2.0,0.005812,0.000161,-0.000161,0.00029,-0.00029
2.1343,2.0,2.3,0.0019076,5.69e-05,-5.69e-05,7.97e-05,-7.97e-05
2.4341,2.3,2.6,0.0005422,2.49e-05,-2.49e-05,2.51e-05,-2.51e-05
2.7719,2.6,3.0,0.00013788,9.45e-06,-9.45e-06,6.76e-06,-6.76e-06
3.1718,3.0,3.4,2.452e-05,3.71e-06,-3.71e-06,1.34e-06,-1.34e-06
3.6064,3.4,3.9,2.93e-06,1.22e-06,-1.22e-06,1.8e-07,-1.8e-07

