5.02 TeV: chisq sums over 3 mesons(Jpsi, D0, Ds).
scan: gamma0: 1.0-5.0(+0.2), q0: 6.0-11.0(+0.5).

Parameters: 1.0, 6.0 | Error: 168.46578571062184
Parameters: 1.0, 6.5 | Error: 115.25780708584392
Parameters: 1.0, 7.0 | Error: 81.57928813281089
Parameters: 1.0, 7.5 | Error: 59.67180948779977
Parameters: 1.0, 8.0 | Error: 45.04810728944578
Parameters: 1.0, 8.5 | Error: 35.054732637779935
Parameters: 1.0, 9.0 | Error: 28.084118218201247
Parameters: 1.0, 9.5 | Error: 23.125821138141472
Parameters: 1.0, 10.0 | Error: 19.538665229933233
Parameters: 1.0, 10.5 | Error: 16.903891467808076
Parameters: 1.0, 11.0 | Error: 14.937453048810227
Parameters: 1.2, 6.0 | Error: 94.25141472134327
Parameters: 1.2, 6.5 | Error: 63.21992240580806
Parameters: 1.2, 7.0 | Error: 44.044269903807844
Parameters: 1.2, 7.5 | Error: 31.86252460570164
Parameters: 1.2, 8.0 | Error: 23.9242713147211
Parameters: 1.2, 8.5 | Error: 18.641632657543347
Parameters: 1.2, 9.0 | Error: 15.056008876906041
Parameters: 1.2, 9.5 | Error: 12.581478328487586
Parameters: 1.2, 10.0 | Error: 10.8497343807167
Parameters: 1.2, 10.5 | Error: 9.623886305279372
Parameters: 1.2, 11.0 | Error: 8.74490572009081
Parameters: 1.4, 6.0 | Error: 56.25529360738885
Parameters: 1.4, 6.5 | Error: 37.13604239797229
Parameters: 1.4, 7.0 | Error: 25.609885477545628
Parameters: 1.4, 7.5 | Error: 18.4759843736221
Parameters: 1.4, 8.0 | Error: 13.962589806650353
Parameters: 1.4, 8.5 | Error: 11.055977464251182
Parameters: 1.4, 9.0 | Error: 9.158830692314133
Parameters: 1.4, 9.5 | Error: 7.907534549344202
Parameters: 1.4, 10.0 | Error: 7.077713295160221
Parameters: 1.4, 10.5 | Error: 6.52880757257943
Parameters: 1.4, 11.0 | Error: 6.167704199261648
Parameters: 1.6, 6.0 | Error: 35.30393713132576
Parameters: 1.6, 6.5 | Error: 23.058505885814284
Parameters: 1.6, 7.0 | Error: 15.875748468160428
Parameters: 1.6, 7.5 | Error: 11.568656609411232
Parameters: 1.6, 8.0 | Error: 8.945570289452279
Parameters: 1.6, 8.5 | Error: 7.335794919547318
Parameters: 1.6, 9.0 | Error: 6.34583150254056
Parameters: 1.6, 9.5 | Error: 5.744511940470028
Parameters: 1.6, 10.0 | Error: 5.3883567094040155
Parameters: 1.6, 10.5 | Error: 5.189034353598421
Parameters: 1.6, 11.0 | Error: 5.090748276045448
Parameters: 1.8, 6.0 | Error: 23.10738778637213
Parameters: 1.8, 6.5 | Error: 15.049735433861077
Parameters: 1.8, 7.0 | Error: 10.474605232844793
Parameters: 1.8, 7.5 | Error: 7.844163076810001
Parameters: 1.8, 8.0 | Error: 6.3278542490304845
Parameters: 1.8, 8.5 | Error: 5.46474289534876
Parameters: 1.8, 9.0 | Error: 4.9917357693200195
Parameters: 1.8, 9.5 | Error: 4.753589698162198
Parameters: 1.8, 10.0 | Error: 4.657200007301465
Parameters: 1.8, 10.5 | Error: 4.647484178592921
Parameters: 1.8, 11.0 | Error: 4.688856085224208
Parameters: 2.0, 6.0 | Error: 15.712787298074343
Parameters: 2.0, 6.5 | Error: 10.32073860707027
Parameters: 2.0, 7.0 | Error: 7.385954657247822
Parameters: 2.0, 7.5 | Error: 5.7927227717369645
Parameters: 2.0, 8.0 | Error: 4.951035833014164
Parameters: 2.0, 8.5 | Error: 4.537500663724109
Parameters: 2.0, 9.0 | Error: 4.36860078310246
Parameters: 2.0, 9.5 | Error: 4.341041093057867
Parameters: 2.0, 10.0 | Error: 4.393174459471733
Parameters: 2.0, 10.5 | Error: 4.4885987782381385
Parameters: 2.0, 11.0 | Error: 4.605412721009877
Parameters: 2.2, 6.0 | Error: 11.099572957282476
Parameters: 2.2, 6.5 | Error: 7.4635995066133525
Parameters: 2.2, 7.0 | Error: 5.5942321711121
Parameters: 2.2, 7.5 | Error: 4.665484071060069
Parameters: 2.2, 8.0 | Error: 4.249125823095425
Parameters: 2.2, 8.5 | Error: 4.112857318816099
Parameters: 2.2, 9.0 | Error: 4.129292938836822
Parameters: 2.2, 9.5 | Error: 4.226214449791897
Parameters: 2.2, 10.0 | Error: 4.363098657351003
Parameters: 2.2, 10.5 | Error: 4.51678675780809
Parameters: 2.2, 11.0 | Error: 4.673630822075307
Parameters: 2.4, 6.0 | Error: 8.160662549645243
Parameters: 2.4, 6.5 | Error: 5.718011296292533
Parameters: 2.4, 7.0 | Error: 4.5597461345105295
Parameters: 2.4, 7.5 | Error: 4.068171764735598
Parameters: 2.4, 8.0 | Error: 3.9257512529595795
Parameters: 2.4, 8.5 | Error: 3.9647708166094398
Parameters: 2.4, 9.0 | Error: 4.094384881659109
Parameters: 2.4, 9.5 | Error: 4.264955817567126
Parameters: 2.4, 10.0 | Error: 4.450007329059893
Parameters: 2.4, 10.5 | Error: 4.634902362762346
Parameters: 2.4, 11.0 | Error: 4.812143497464504
Parameters: 2.6, 6.0 | Error: 6.269543228057049
Parameters: 2.6, 6.5 | Error: 4.653265659245006
Parameters: 2.6, 7.0 | Error: 3.9809824081835328
Parameters: 2.6, 7.5 | Error: 3.78255878013651
Parameters: 2.6, 8.0 | Error: 3.81959381374948
Parameters: 2.6, 8.5 | Error: 3.9699307235273675
Parameters: 2.6, 9.0 | Error: 4.168645785316497
Parameters: 2.6, 9.5 | Error: 4.382502250436865
Parameters: 2.6, 10.0 | Error: 4.59345925677494
Parameters: 2.6, 10.5 | Error: 4.794098668133579
Parameters: 2.6, 11.0 | Error: 4.980099377878157
Parameters: 2.8, 6.0 | Error: 5.050152703195796
Parameters: 2.8, 6.5 | Error: 4.018094285979447
Parameters: 2.8, 7.0 | Error: 3.683436597698673
Parameters: 2.8, 7.5 | Error: 3.683205550136062
Parameters: 2.8, 8.0 | Error: 3.838716797605191
Parameters: 2.8, 8.5 | Error: 4.059241576098132
Parameters: 2.8, 9.0 | Error: 4.299677739129168
Parameters: 2.8, 9.5 | Error: 4.537485401671242
Parameters: 2.8, 10.0 | Error: 4.762148075800427
Parameters: 2.8, 10.5 | Error: 4.968720080224424
Parameters: 2.8, 11.0 | Error: 5.156425105091978
Parameters: 3.0, 6.0 | Error: 4.270040637885073
Parameters: 3.0, 6.5 | Error: 3.6583960702859173
Parameters: 3.0, 7.0 | Error: 3.560621918244232
Parameters: 3.0, 7.5 | Error: 3.695963709116799
Parameters: 3.0, 8.0 | Error: 3.929052116198087
Parameters: 3.0, 8.5 | Error: 4.193819817829327
Parameters: 3.0, 9.0 | Error: 4.458340890675986
Parameters: 3.0, 9.5 | Error: 4.70866375403261
Parameters: 3.0, 10.0 | Error: 4.937735205485952
Parameters: 3.0, 10.5 | Error: 5.144778109146795
Parameters: 3.0, 11.0 | Error: 5.330336250695013
Parameters: 3.2, 6.0 | Error: 3.784244699239797
Parameters: 3.2, 6.5 | Error: 3.4774351809386843
Parameters: 3.2, 7.0 | Error: 3.5471526047111723
Parameters: 3.2, 7.5 | Error: 3.7752548688992196
Parameters: 3.2, 8.0 | Error: 4.059347081779122
Parameters: 3.2, 8.5 | Error: 4.3508976874593905
Parameters: 3.2, 9.0 | Error: 4.628220218406383
Parameters: 3.2, 9.5 | Error: 4.882514107576554
Parameters: 3.2, 10.0 | Error: 5.111470401353872
Parameters: 3.2, 10.5 | Error: 5.315503511426812
Parameters: 3.2, 11.0 | Error: 5.496497165097837
Parameters: 3.4, 6.0 | Error: 3.49743231215423
Parameters: 3.4, 6.5 | Error: 3.4132174627404517
Parameters: 3.4, 7.0 | Error: 3.602063901297911
Parameters: 3.4, 7.5 | Error: 3.893965423844115
Parameters: 3.4, 8.0 | Error: 4.210300442993379
Parameters: 3.4, 8.5 | Error: 4.517001824664787
Parameters: 3.4, 9.0 | Error: 4.7992756033445705
Parameters: 3.4, 9.5 | Error: 5.053011047969307
Parameters: 3.4, 10.0 | Error: 5.278373322525793
Parameters: 3.4, 10.5 | Error: 5.4773016239735
Parameters: 3.4, 11.0 | Error: 5.6523262153133675
Parameters: 3.6, 6.0 | Error: 3.3461782956500663
Parameters: 3.6, 6.5 | Error: 3.4258675699829437
Parameters: 3.6, 7.0 | Error: 3.699870287093941
Parameters: 3.6, 7.5 | Error: 4.034126491318177
Parameters: 3.6, 8.0 | Error: 4.370117312036173
Parameters: 3.6, 8.5 | Error: 4.683785287125327
Parameters: 3.6, 9.0 | Error: 4.966100679521791
Parameters: 3.6, 9.5 | Error: 5.216266402138778
Parameters: 3.6, 10.0 | Error: 5.435912251207284
Parameters: 3.6, 10.5 | Error: 5.628658064346235
Parameters: 3.6, 11.0 | Error: 5.797204329154101
Parameters: 3.8, 6.0 | Error: 3.287967377644457
Parameters: 3.8, 6.5 | Error: 3.48895044697879
Parameters: 3.8, 7.0 | Error: 3.822833559887852
Parameters: 3.8, 7.5 | Error: 4.184802870654051
Parameters: 3.8, 8.0 | Error: 4.531709574299661
Parameters: 3.8, 8.5 | Error: 4.846724134679752
Parameters: 3.8, 9.0 | Error: 5.125745433580709
Parameters: 3.8, 9.5 | Error: 5.370376643217378
Parameters: 3.8, 10.0 | Error: 5.58360003861306
Parameters: 3.8, 10.5 | Error: 5.769280811220957
Parameters: 3.8, 11.0 | Error: 5.931199344993193
Parameters: 4.0, 6.0 | Error: 3.293702750610983
Parameters: 4.0, 6.5 | Error: 3.58407289106038
Parameters: 4.0, 7.0 | Error: 3.960009075442804
Parameters: 4.0, 7.5 | Error: 4.339366780266816
Parameters: 4.0, 8.0 | Error: 4.6904025409281065
Parameters: 4.0, 8.5 | Error: 5.0031286809334805
Parameters: 4.0, 9.0 | Error: 5.277102110895861
Parameters: 4.0, 9.5 | Error: 5.514887738732032
Parameters: 4.0, 10.0 | Error: 5.7210473568423845
Parameters: 4.0, 10.5 | Error: 5.899465306738474
Parameters: 4.0, 11.0 | Error: 6.054673856775354
Parameters: 4.2, 6.0 | Error: 3.343097221656852
Parameters: 4.2, 6.5 | Error: 3.699556469559088
Parameters: 4.2, 7.0 | Error: 4.1037461685014645
Parameters: 4.2, 7.5 | Error: 4.492991725265253
Parameters: 4.2, 8.0 | Error: 4.844026811594502
Parameters: 4.2, 8.5 | Error: 5.152166137429254
Parameters: 4.2, 9.0 | Error: 5.419445986937353
Parameters: 4.2, 9.5 | Error: 5.649894171187993
Parameters: 4.2, 10.0 | Error: 5.8484579167046995
Parameters: 4.2, 10.5 | Error: 6.019812616127362
Parameters: 4.2, 11.0 | Error: 6.168328286039646
Parameters: 4.4, 6.0 | Error: 3.422312657669776
Parameters: 4.4, 6.5 | Error: 3.826680936818094
Parameters: 4.4, 7.0 | Error: 4.2496858632845
Parameters: 4.4, 7.5 | Error: 4.642826878149071
Parameters: 4.4, 8.0 | Error: 4.990893515324709
Parameters: 4.4, 8.5 | Error: 5.292917680051492
Parameters: 4.4, 9.0 | Error: 5.552764427412602
Parameters: 4.4, 9.5 | Error: 5.775321523183495
Parameters: 4.4, 10.0 | Error: 5.966466791082888
Parameters: 4.4, 10.5 | Error: 6.130820413367799
Parameters: 4.4, 11.0 | Error: 6.272753701383372
Parameters: 4.6, 6.0 | Error: 3.521038936685474
Parameters: 4.6, 6.5 | Error: 3.9602720372891183
Parameters: 4.6, 7.0 | Error: 4.394467680991474
Parameters: 4.6, 7.5 | Error: 4.787637082295812
Parameters: 4.6, 8.0 | Error: 5.130542295777647
Parameters: 4.6, 8.5 | Error: 5.425305560796537
Parameters: 4.6, 9.0 | Error: 5.677137409451795
Parameters: 4.6, 9.5 | Error: 5.892017813369791
Parameters: 4.6, 10.0 | Error: 6.075678543603345
Parameters: 4.6, 10.5 | Error: 6.233289684897549
Parameters: 4.6, 11.0 | Error: 6.369009668890039
Parameters: 4.8, 6.0 | Error: 3.6324906605361154
Parameters: 4.8, 6.5 | Error: 4.096055974518941
Parameters: 4.8, 7.0 | Error: 4.53576850903624
Parameters: 4.8, 7.5 | Error: 4.926074398425408
Parameters: 4.8, 8.0 | Error: 5.262570927067522
Parameters: 4.8, 8.5 | Error: 5.549446911361443
Parameters: 4.8, 9.0 | Error: 5.793142853159197
Parameters: 4.8, 9.5 | Error: 6.0002407464844065
Parameters: 4.8, 10.0 | Error: 6.176796011833214
Parameters: 4.8, 10.5 | Error: 6.327778527447025
Parameters: 4.8, 11.0 | Error: 6.457667744238012
Parameters: 5.0, 6.0 | Error: 3.751588571880187
Parameters: 5.0, 6.5 | Error: 4.231274455226302
Parameters: 5.0, 7.0 | Error: 4.672767702889855
Parameters: 5.0, 7.5 | Error: 5.058216316710594
Parameters: 5.0, 8.0 | Error: 5.387173477205218
Parameters: 5.0, 8.5 | Error: 5.6657894625784895
Parameters: 5.0, 9.0 | Error: 5.901392826843101
Parameters: 5.0, 9.5 | Error: 6.1008971759967885
Parameters: 5.0, 10.0 | Error: 6.270457649002243
Parameters: 5.0, 10.5 | Error: 6.415276907856703
Parameters: 5.0, 11.0 | Error: 6.539620106450004
The best parameters:
PAR(1) = 3.8
PAR(2) = 6.0
Minimal chisq: 3.287967377644457
