          %pt            TT            TS            SS            SS2j            Tot
        0.500    7.10998E-03    1.00657E-06    2.46637E-10    8.79524E-12    7.11099E-03
        1.500    4.66011E-03    1.11780E-05    4.98176E-09    4.73856E-10    4.67129E-03
        2.500    1.60927E-03    1.65494E-05    3.65966E-09    1.10991E-09    1.62582E-03
        3.500    4.59825E-04    1.32964E-05    1.61356E-09    1.31867E-09    4.73125E-04
        4.500    1.21212E-04    7.05792E-06    6.79161E-10    9.93054E-10    1.28272E-04
        5.500    3.07269E-05    3.07865E-06    3.18356E-10    6.05328E-10    3.38065E-05
        6.500    7.62918E-06    1.17991E-06    1.66845E-10    3.19792E-10    8.80958E-06
        7.500    1.87195E-06    4.23872E-07    9.48480E-11    1.57573E-10    2.29607E-06
        8.500    4.56031E-07    1.50467E-07    5.71115E-11    7.79060E-11    6.06632E-07
        9.500    1.10588E-07    5.42321E-08    3.58230E-11    4.02716E-11    1.64897E-07
       10.500    2.67366E-08    2.00035E-08    2.31362E-11    2.19967E-11    4.67852E-08
