        0.010    1.34294E-04
        0.020    1.62749E-04
        0.030    1.80097E-04
        0.040    1.91984E-04
        0.050    2.00481E-04
        0.060    2.06620E-04
        0.070    2.11004E-04
        0.080    2.14022E-04
        0.090    2.15943E-04
        0.100    2.16963E-04
        0.110    2.17230E-04
        0.120    2.16859E-04
        0.130    2.15942E-04
        0.140    2.14554E-04
        0.150    2.12757E-04
        0.160    2.10605E-04
        0.170    2.08142E-04
        0.180    2.05406E-04
        0.190    2.02431E-04
        0.200    1.99247E-04
        0.210    1.95879E-04
        0.220    1.92351E-04
        0.230    1.88684E-04
        0.240    1.84896E-04
        0.250    1.81004E-04
        0.260    1.77023E-04
        0.270    1.72968E-04
        0.280    1.68851E-04
        0.290    1.64684E-04
        0.300    1.60478E-04
        0.310    1.56242E-04
        0.320    1.51985E-04
        0.330    1.47717E-04
        0.340    1.43445E-04
        0.350    1.39176E-04
        0.360    1.34917E-04
        0.370    1.30674E-04
        0.380    1.26453E-04
        0.390    1.22261E-04
        0.400    1.18101E-04
        0.410    1.13978E-04
        0.420    1.09898E-04
        0.430    1.05864E-04
        0.440    1.01880E-04
        0.450    9.79506E-05
        0.460    9.40783E-05
        0.470    9.02667E-05
        0.480    8.65190E-05
        0.490    8.28381E-05
        0.500    7.92268E-05
        0.510    7.56879E-05
        0.520    7.22238E-05
        0.530    6.88372E-05
        0.540    6.55304E-05
        0.550    6.23059E-05
        0.560    5.91660E-05
        0.570    5.61130E-05
        0.580    5.31494E-05
        0.590    5.02774E-05
        0.600    4.74994E-05
        0.610    4.48178E-05
        0.620    4.22350E-05
        0.630    3.97533E-05
        0.640    3.73752E-05
        0.650    3.51029E-05
        0.660    3.29387E-05
        0.670    3.08847E-05
        0.680    2.89427E-05
        0.690    2.71144E-05
        0.700    2.54010E-05
        0.710    2.38032E-05
        0.720    2.23209E-05
        0.730    2.09535E-05
        0.740    1.96993E-05
        0.750    1.85554E-05
        0.760    1.75176E-05
        0.770    1.65805E-05
        0.780    1.57367E-05
        0.790    1.49772E-05
        0.800    1.42911E-05
        0.810    1.36656E-05
        0.820    1.30862E-05
        0.830    1.25364E-05
        0.840    1.19985E-05
        0.850    1.14538E-05
        0.860    1.08835E-05
        0.870    1.02691E-05
        0.880    9.59400E-06
        0.890    8.84481E-06
        0.900    8.01294E-06
        0.910    7.09655E-06
        0.920    6.10271E-06
        0.930    5.04945E-06
        0.940    3.96770E-06
        0.950    2.90242E-06
        0.960    1.91240E-06
        0.970    1.06735E-06
        0.980    4.39777E-07
        0.990    8.63194E-08
        1.000    0.00000E+00
