          %pt            TT            TS            SS            Tot
        2.635    3.07530E-03    4.24424E-03    2.90388E-04    7.60993E-03
        2.649    2.96293E-03    4.16722E-03    2.87433E-04    7.41758E-03
        2.663    2.85438E-03    4.08845E-03    2.84390E-04    7.22723E-03
        2.677    2.74954E-03    4.00811E-03    2.81263E-04    7.03892E-03
        2.691    2.64830E-03    3.92640E-03    2.78054E-04    6.85275E-03
        2.705    2.55054E-03    3.84351E-03    2.74765E-04    6.66881E-03
        2.719    2.45615E-03    3.75965E-03    2.71400E-04    6.48719E-03
        2.733    2.36503E-03    3.67502E-03    2.67961E-04    6.30802E-03
        2.747    2.27708E-03    3.58987E-03    2.64451E-04    6.13140E-03
        2.761    2.19220E-03    3.50440E-03    2.60875E-04    5.95748E-03
        2.774    2.11029E-03    3.41885E-03    2.57235E-04    5.78638E-03
        2.788    2.03126E-03    3.33346E-03    2.53535E-04    5.61826E-03
        2.802    1.95501E-03    3.24847E-03    2.49780E-04    5.45326E-03
        2.816    1.88146E-03    3.16350E-03    2.45971E-04    5.29093E-03
        2.830    1.81052E-03    3.07916E-03    2.42115E-04    5.13179E-03
        2.844    1.74210E-03    2.99613E-03    2.38215E-04    4.97644E-03
        2.858    1.67612E-03    2.91464E-03    2.34275E-04    4.82503E-03
        2.872    1.61250E-03    2.83480E-03    2.30300E-04    4.67760E-03
        2.886    1.55117E-03    2.75669E-03    2.26294E-04    4.53415E-03
        2.900    1.49204E-03    2.68043E-03    2.22262E-04    4.39474E-03
        2.913    1.43505E-03    2.60597E-03    2.18208E-04    4.25923E-03
        2.927    1.38012E-03    2.53334E-03    2.14139E-04    4.12760E-03
        2.941    1.32719E-03    2.46258E-03    2.10057E-04    3.99983E-03
        2.955    1.27619E-03    2.39362E-03    2.05970E-04    3.87578E-03
        2.969    1.22704E-03    2.32648E-03    2.01880E-04    3.75541E-03
        2.983    1.17970E-03    2.26115E-03    1.97795E-04    3.63864E-03
        2.997    1.13409E-03    2.19759E-03    1.93718E-04    3.52540E-03
        3.011    1.09017E-03    2.13575E-03    1.89656E-04    3.41557E-03
        3.025    1.04786E-03    2.07563E-03    1.85613E-04    3.30910E-03
        3.039    1.00712E-03    2.01721E-03    1.81594E-04    3.20592E-03
        3.052    9.67893E-04    1.96039E-03    1.77605E-04    3.10589E-03
        3.066    9.30123E-04    1.90520E-03    1.73651E-04    3.00898E-03
        3.080    8.93761E-04    1.85159E-03    1.69737E-04    2.91509E-03
        3.094    8.58757E-04    1.79950E-03    1.65868E-04    2.82413E-03
        3.108    8.25064E-04    1.74889E-03    1.62048E-04    2.73600E-03
        3.122    7.92637E-04    1.69977E-03    1.58283E-04    2.65069E-03
        3.136    7.61430E-04    1.65207E-03    1.54577E-04    2.56808E-03
        3.150    7.31400E-04    1.60573E-03    1.50935E-04    2.48807E-03
        3.164    7.02506E-04    1.56075E-03    1.47360E-04    2.41062E-03
        3.178    6.74706E-04    1.51709E-03    1.43856E-04    2.33566E-03
        3.191    6.47962E-04    1.47470E-03    1.40426E-04    2.26309E-03
        3.205    6.22236E-04    1.43353E-03    1.37067E-04    2.19283E-03
        3.219    5.97491E-04    1.39360E-03    1.33796E-04    2.12489E-03
        3.233    5.73692E-04    1.35482E-03    1.30598E-04    2.05911E-03
        3.247    5.50805E-04    1.31717E-03    1.27496E-04    1.99547E-03
        3.261    5.28796E-04    1.28064E-03    1.24464E-04    1.93390E-03
        3.275    5.07634E-04    1.24519E-03    1.21523E-04    1.87434E-03
        3.289    4.87287E-04    1.21076E-03    1.18647E-04    1.81669E-03
        3.303    4.67727E-04    1.17733E-03    1.15857E-04    1.76092E-03
        3.317    4.48923E-04    1.14492E-03    1.13128E-04    1.70697E-03
        3.330    4.30848E-04    1.11344E-03    1.10483E-04    1.65477E-03
        3.344    4.13475E-04    1.08288E-03    1.07893E-04    1.60425E-03
        3.358    3.96779E-04    1.05322E-03    1.05382E-04    1.55538E-03
        3.372    3.80733E-04    1.02444E-03    1.02924E-04    1.50810E-03
        3.386    3.65315E-04    9.96487E-04    1.00540E-04    1.46234E-03
        3.400    3.50500E-04    9.69347E-04    9.82068E-05    1.41805E-03
        3.414    3.36266E-04    9.43034E-04    9.59435E-05    1.37524E-03
        3.428    3.22591E-04    9.17466E-04    9.37279E-05    1.33378E-03
        3.442    3.09454E-04    8.92630E-04    9.15785E-05    1.29366E-03
        3.456    2.96835E-04    8.68538E-04    8.94724E-05    1.25485E-03
        3.469    2.84715E-04    8.45162E-04    8.74322E-05    1.21731E-03
        3.483    2.73074E-04    8.22437E-04    8.54310E-05    1.18094E-03
        3.497    2.61894E-04    8.00366E-04    8.34925E-05    1.14575E-03
        3.511    2.51158E-04    7.78978E-04    8.15907E-05    1.11173E-03
        3.525    2.40849E-04    7.58180E-04    7.97470E-05    1.07878E-03
        3.539    2.30950E-04    7.37968E-04    7.79403E-05    1.04686E-03
        3.553    2.21446E-04    7.18343E-04    7.61878E-05    1.01598E-03
        3.567    2.12322E-04    6.99331E-04    7.44700E-05    9.86123E-04
        3.581    2.03563E-04    6.80827E-04    7.28034E-05    9.57194E-04
        3.595    1.95155E-04    6.62843E-04    7.11699E-05    9.29168E-04
        3.608    1.87085E-04    6.45411E-04    6.95848E-05    9.02080E-04
        3.622    1.79339E-04    6.28469E-04    6.80292E-05    8.75837E-04
        3.636    1.71905E-04    6.11989E-04    6.65228E-05    8.50416E-04
        3.650    1.64771E-04    5.95974E-04    6.50427E-05    8.25787E-04
        3.664    1.57924E-04    5.80467E-04    6.36093E-05    8.02001E-04
        3.678    1.51355E-04    5.65364E-04    6.22005E-05    7.78920E-04
        3.692    1.45052E-04    5.50676E-04    6.08349E-05    7.56563E-04
        3.706    1.39004E-04    5.36437E-04    5.94953E-05    7.34937E-04
        3.720    1.33203E-04    5.22594E-04    5.81950E-05    7.13992E-04
        3.734    1.27637E-04    5.09122E-04    5.69196E-05    6.93679E-04
        3.747    1.22297E-04    4.96014E-04    5.56815E-05    6.73993E-04
        3.761    1.17176E-04    4.83341E-04    5.44652E-05    6.54982E-04
        3.775    1.12264E-04    4.70980E-04    5.32875E-05    6.36531E-04
        3.789    1.07553E-04    4.58946E-04    5.21288E-05    6.18628E-04
        3.803    1.03034E-04    4.47283E-04    5.10068E-05    6.01324E-04
        3.817    9.87011E-05    4.35949E-04    4.99029E-05    5.84553E-04
        3.831    9.45460E-05    4.24902E-04    4.88337E-05    5.68282E-04
        3.845    9.05617E-05    4.14168E-04    4.77815E-05    5.52511E-04
        3.859    8.67414E-05    4.03757E-04    4.67611E-05    5.37260E-04
        3.873    8.30785E-05    3.93610E-04    4.57595E-05    5.22448E-04
        3.886    7.95669E-05    3.83728E-04    4.47865E-05    5.08082E-04
        3.900    7.62003E-05    3.74150E-04    4.38319E-05    4.94182E-04
        3.914    7.29731E-05    3.64838E-04    4.29040E-05    4.80715E-04
        3.928    6.98795E-05    3.55750E-04    4.19934E-05    4.67623E-04
        3.942    6.69142E-05    3.46926E-04    4.11086E-05    4.54948E-04
        3.956    6.40720E-05    3.38355E-04    4.02386E-05    4.42666E-04
        3.970    6.13480E-05    3.30011E-04    3.93957E-05    4.30755E-04
        3.984    5.87374E-05    3.21868E-04    3.85709E-05    4.19176E-04
        3.998    5.62355E-05    3.13996E-04    3.77616E-05    4.07993E-04
        4.012    5.38380E-05    3.06308E-04    3.69743E-05    3.97120E-04
        4.025    5.15407E-05    2.98813E-04    3.62021E-05    3.86556E-04
