          %pt            TT            TS            SS            SS2j            Tot
        0.200    5.14397E-01    5.41125E-05    1.14517E-04    3.84452E-08    5.14565E-01
        0.616    4.38125E-01    3.11876E-03    1.62685E-03    3.29539E-06    4.42874E-01
        1.032    2.96101E-01    1.76811E-02    6.99097E-03    1.83952E-05    3.20791E-01
        1.448    1.57615E-01    4.62439E-02    1.49379E-02    4.51092E-05    2.18842E-01
        1.864    6.90681E-02    6.42925E-02    1.56485E-02    8.03264E-05    1.49089E-01
        2.280    2.61815E-02    4.58049E-02    9.58371E-03    1.17100E-04    8.16873E-02
        2.696    8.92734E-03    2.38605E-02    5.73527E-03    1.40886E-04    3.86640E-02
        3.112    2.81606E-03    1.20059E-02    3.50464E-03    1.16869E-04    1.84435E-02
        3.528    8.38151E-04    6.18922E-03    2.19050E-03    5.77019E-05    9.27557E-03
        3.944    2.38683E-04    3.29274E-03    1.39840E-03    2.92821E-05    4.95911E-03
        4.360    6.56875E-05    1.80491E-03    9.10167E-04    1.52642E-05    2.79603E-03
        4.776    1.75984E-05    1.01656E-03    6.02947E-04    8.16365E-06    1.64527E-03
        5.192    4.61467E-06    5.86789E-04    4.05920E-04    4.47307E-06    1.00180E-03
        5.608    1.18922E-06    3.46356E-04    2.77341E-04    2.50711E-06    6.27393E-04
        6.024    3.02128E-07    2.08649E-04    1.92076E-04    1.43527E-06    4.02463E-04
        6.440    7.58560E-08    1.28064E-04    1.34696E-04    8.38037E-07    2.63674E-04
        6.856    1.88577E-08    7.99675E-05    9.55515E-05    4.98397E-07    1.76036E-04
        7.272    4.64890E-09    5.07346E-05    6.85102E-05    3.01529E-07    1.19551E-04
        7.688    1.13792E-09    3.26660E-05    4.96106E-05    1.85362E-07    8.24631E-05
        8.104    2.76828E-10    2.13223E-05    3.62574E-05    1.15662E-07    5.76956E-05
        8.520    6.69890E-11    1.40966E-05    2.67271E-05    7.31842E-08    4.08970E-05
        8.936    1.61357E-11    9.43127E-06    1.98608E-05    4.69146E-08    2.93390E-05
        9.352    3.87093E-12    6.38073E-06    1.48700E-05    3.04443E-08    2.12812E-05
        9.768    9.25324E-13    4.36228E-06    1.12122E-05    1.99839E-08    1.55945E-05
       10.184    2.20496E-13    3.01181E-06    8.51042E-06    1.32594E-08    1.15355E-05
       10.600    5.23950E-14    2.09876E-06    6.50013E-06    8.88705E-09    8.60778E-06
       11.016    1.24191E-14    1.47533E-06    4.99398E-06    6.01335E-09    6.47532E-06
       11.432    2.93705E-15    1.04568E-06    3.85815E-06    4.10542E-09    4.90794E-06
       11.848    6.93196E-16    7.46954E-07    2.99630E-06    2.82652E-09    3.74608E-06
       12.264    1.63307E-16    5.37527E-07    2.33849E-06    1.96150E-09    2.87798E-06
       12.680    3.84093E-17    3.89540E-07    1.83363E-06    1.37140E-09    2.22454E-06
       13.096    9.02014E-18    2.84181E-07    1.44411E-06    9.65591E-10    1.72925E-06
       13.512    2.11540E-18    2.08634E-07    1.14206E-06    6.84376E-10    1.35138E-06
       13.928    4.95483E-19    1.54096E-07    9.06723E-07    4.88089E-10    1.06131E-06
       14.344    1.15922E-19    1.14468E-07    7.22527E-07    3.50141E-10    8.37345E-07
       14.760    2.70920E-20    8.54952E-08    5.77731E-07    2.52564E-10    6.63478E-07
       15.176    6.32550E-21    6.41879E-08    4.63432E-07    1.83119E-10    5.27803E-07
       15.592    1.47557E-21    4.84289E-08    3.72850E-07    1.33408E-10    4.21412E-07
       16.008    3.43924E-22    3.67104E-08    3.00789E-07    9.76270E-11    3.37598E-07
       16.424    8.00997E-23    2.79511E-08    2.43256E-07    7.17397E-11    2.71279E-07
       16.840    1.86419E-23    2.13710E-08    1.97162E-07    5.29184E-11    2.18585E-07
       17.256    4.33570E-24    1.64044E-08    1.60110E-07    3.91715E-11    1.76553E-07
       17.672    1.00777E-24    1.26383E-08    1.30233E-07    2.90874E-11    1.42900E-07
       18.088    2.34105E-25    9.77001E-09    1.06069E-07    2.16603E-11    1.15861E-07
       18.504    5.43533E-26    7.57619E-09    8.64725E-08    1.61695E-11    9.40648E-08
       18.920    1.26131E-26    5.89144E-09    7.05370E-08    1.20961E-11    7.64406E-08
       19.336    2.92559E-27    4.59260E-09    5.75475E-08    9.06448E-12    6.21492E-08
       19.752    6.78282E-28    3.58759E-09    4.69361E-08    6.80164E-12    5.05304E-08
       20.168    1.57190E-28    2.80719E-09    3.82503E-08    5.10825E-12    4.10626E-08
       20.584    3.64142E-29    2.19923E-09    3.11288E-08    3.83808E-12    3.33319E-08
