          %pt            TT            TS            SS            SS2j            Tot
        0.200    6.52464E-03    4.92234E-07    6.87037E-08    7.86587E-11    6.52520E-03
        0.543    5.76907E-03    3.16644E-05    2.16470E-06    2.92584E-08    5.80293E-03
        0.887    4.49598E-03    2.15358E-04    9.84330E-06    4.22714E-07    4.72160E-03
        1.230    3.05756E-03    6.20908E-04    2.30161E-05    1.81543E-06    3.70330E-03
        1.573    1.81605E-03    1.13884E-03    3.80976E-05    4.21985E-06    2.99720E-03
        1.917    9.52097E-04    1.57307E-03    4.26673E-05    7.09904E-06    2.57494E-03
        2.260    4.47489E-04    1.76312E-03    3.26876E-05    1.01233E-05    2.25342E-03
        2.603    1.91684E-04    1.65355E-03    2.44649E-05    1.32311E-05    1.88293E-03
        2.947    7.59831E-05    1.30810E-03    1.83346E-05    1.63601E-05    1.41878E-03
        3.290    2.82419E-05    8.68305E-04    1.37971E-05    1.93338E-05    9.29678E-04
        3.633    9.95155E-06    4.78112E-04    1.04336E-05    2.18839E-05    5.20381E-04
        3.977    3.35440E-06    2.20984E-04    7.93103E-06    2.37098E-05    2.55979E-04
        4.320    1.08954E-06    9.54397E-05    6.06104E-06    2.45356E-05    1.27126E-04
        4.663    3.43050E-07    4.09949E-05    4.65711E-06    2.41664E-05    7.01615E-05
        5.007    1.05209E-07    1.75444E-05    3.59783E-06    2.25430E-05    4.37904E-05
        5.350    3.15530E-08    7.48969E-06    2.79445E-06    1.97907E-05    3.01064E-05
        5.693    9.28382E-09    3.19236E-06    2.18196E-06    1.62461E-05    2.16297E-05
        6.037    2.68700E-09    1.35956E-06    1.71252E-06    1.23680E-05    1.54428E-05
        6.380    7.66697E-10    5.78868E-07    1.35084E-06    8.81151E-06    1.07420E-05
        6.723    2.16072E-10    2.46519E-07    1.07073E-06    6.34041E-06    7.65788E-06
        7.067    6.02373E-11    1.05043E-07    8.52693E-07    4.60525E-06    5.56305E-06
        7.410    1.66339E-11    4.47977E-08    6.82135E-07    3.37465E-06    4.10160E-06
        7.753    4.55477E-12    1.91252E-08    5.48072E-07    2.49361E-06    3.06081E-06
        8.097    1.23793E-12    8.17505E-09    4.42204E-07    1.85718E-06    2.30756E-06
        8.440    3.34223E-13    3.49918E-09    3.58224E-07    1.39354E-06    1.75526E-06
        8.783    8.97003E-14    1.49994E-09    2.91315E-07    1.05306E-06    1.34587E-06
        9.127    2.39460E-14    6.43931E-10    2.37783E-07    8.01111E-07    1.03954E-06
        9.470    6.36185E-15    2.76877E-10    1.94779E-07    6.13325E-07    8.08381E-07
        9.813    1.68286E-15    1.19242E-10    1.60099E-07    4.72396E-07    6.32614E-07
       10.157    4.43405E-16    5.14363E-11    1.32025E-07    3.65941E-07    4.98017E-07
