#: table_doi: 10.17182/hepdata.94313.v1/t225
#: name: Lambda dN/dy, Au+Au 11.5 GeV
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig17_lambda_auau11.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda dN/dy
#: keyword cmenergies: 11.5
#: particles,Lambda
<Npart>,dN/dy,stat +,stat -,sys +,sys -
20.1,0.348,0.004,-0.004,0.028,-0.028
58.5,1.578,0.013,-0.013,0.084,-0.084
110.0,3.56,0.03,-0.03,0.19,-0.19
159.6,5.61,0.03,-0.03,0.25,-0.25
226.0,8.52,0.04,-0.04,0.41,-0.41
290.6,11.68,0.08,-0.08,0.65,-0.65
338.2,14.17,0.08,-0.08,0.78,-0.78

