#: table_doi: 10.17182/hepdata.94313.v1/t22
#: name: K0S pT spectrum, Au+Au 27 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau27_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.2995,0.2,0.4,0.5808,0.0128,-0.0128,0.0197,-0.0197
0.4955,0.4,0.6,0.30989,0.00424,-0.00424,0.00872,-0.00872
0.6939,0.6,0.8,0.14507,0.00162,-0.00162,0.00429,-0.00429
0.8933,0.8,1.0,0.06248,0.00067,-0.00067,0.00198,-0.00198
1.0931,1.0,1.2,0.026929,0.000306,-0.000306,0.000766,-0.000766
1.293,1.2,1.4,0.012066,0.000154,-0.000154,0.000404,-0.000404
1.4931,1.4,1.6,0.005221,7.4e-05,-7.4e-05,0.000135,-0.000135
1.6932,1.6,1.8,0.0024002,3.93e-05,-3.93e-05,9.58e-05,-9.58e-05
1.8934,1.8,2.0,0.0011306,2.14e-05,-2.14e-05,4.79e-05,-4.79e-05
2.1356,2.0,2.3,0.0004493,8.4e-06,-8.4e-06,1.34e-05,-1.34e-05
2.4362,2.3,2.6,0.00014288,3.63e-06,-3.63e-06,7.34e-06,-7.34e-06
2.7767,2.6,3.0,4.079e-05,1.44e-06,-1.44e-06,1.81e-06,-1.81e-06
3.1778,3.0,3.4,1.1137e-05,6.24e-07,-6.24e-07,4.89e-07,-4.89e-07
3.6174,3.4,3.9,3.03e-06,2.66e-07,-2.66e-07,1.52e-07,-1.52e-07
4.1192,3.9,4.4,7.04e-07,1.18e-07,-1.18e-07,4.4e-08,-4.4e-08
4.6585,4.4,5.0,9.74e-08,3.69e-08,-3.69e-08,7e-09,-7e-09

