#: table_doi: 10.17182/hepdata.94313.v1/t257
#: name: AntiXi+/Xi-, Au+Au 7.7 GeV
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig20_xibarxi_auau7.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiXi+/Xi-
#: keyword cmenergies: 7.7
#: particles,AntiXi+/Xi-
<Npart>,Bbar/B,stat +,stat -,sys +,sys -
20.2,0.101,0.024,-0.024,0.004,-0.004
58.4,0.0757,0.0074,-0.0074,0.0027,-0.0027
109.9,0.0688,0.0054,-0.0054,0.0026,-0.0026
160.2,0.0555,0.0039,-0.0039,0.002,-0.002
226.2,0.0537,0.0031,-0.0031,0.0026,-0.0026
290.4,0.0558,0.0039,-0.0039,0.0023,-0.0023
337.4,0.055,0.0039,-0.0039,0.0021,-0.0021

